gelF_I_3mm18	gelF_I_3mm18	gelF_I_3mm18	
1.03713	1.967	196.785	
0.92143	1.967	196.79	
1.03924	1.967	196.795	
1.15074	1.967	196.8	
1.03082	1.968	196.805	
0.93826	1.968	196.81	
1.08552	1.968	196.815	
1.15915	1.968	196.82	
0.999268	1.968	196.825	
0.889874	1.968	196.83	
1.03924	1.968	196.835	
1.15705	1.968	196.84	
0.999268	1.968	196.845	
0.889874	1.968	196.85	
1.04555	1.968	196.855	
1.16967	1.968	196.86	
1.04765	1.968	196.865	
0.944571	1.968	196.87	
1.075	1.968	196.875	
1.15494	1.968	196.88	
0.986646	1.968	196.885	
0.877252	1.968	196.89	
1.0161	1.968	196.895	
1.16125	1.968	196.9	
1.07079	1.969	196.905	
0.969816	1.969	196.91	
1.12549	1.969	196.915	
1.21385	1.969	196.92	
1.01399	1.969	196.925	
0.868837	1.969	196.93	
1.03293	1.969	196.935	
1.15915	1.969	196.94	
1.02451	1.969	196.945	
0.936156	1.969	196.95	
1.08342	1.969	196.955	
1.20543	1.969	196.96	
1.02662	1.969	196.965	
0.894082	1.969	196.97	
1.00979	1.969	196.975	
1.1318	1.969	196.98	
0.995061	1.969	196.985	
0.885667	1.969	196.99	
1.03713	1.969	196.995	
1.16967	1.969	197	
1.03713	1.97	197.005	
0.944571	1.97	197.01	
1.1276	1.97	197.015	
1.23909	1.97	197.02	
1.06028	1.97	197.025	
0.910912	1.97	197.03	
1.08552	1.97	197.035	
1.22016	1.97	197.04	
1.06028	1.97	197.045	
0.910912	1.97	197.05	
1.06238	1.97	197.055	
1.16336	1.97	197.06	
0.988749	1.97	197.065	
0.841489	1.97	197.07	
1.00137	1.97	197.075	
1.15284	1.97	197.08	
1.04555	1.97	197.085	
0.948779	1.97	197.09	
1.08552	1.97	197.095	
1.1886	1.97	197.1	
1.03713	1.971	197.105	
0.929845	1.971	197.11	
1.10235	1.971	197.115	
1.23909	1.971	197.12	
1.05396	1.971	197.125	
0.913015	1.971	197.13	
1.05186	1.971	197.135	
1.16967	1.971	197.14	
0.974023	1.971	197.145	
0.839385	1.971	197.15	
1.02451	1.971	197.155	
1.19912	1.971	197.16	
1.09183	1.971	197.165	
0.965608	1.971	197.17	
1.10025	1.971	197.175	
1.20333	1.971	197.18	
1.05186	1.971	197.185	
0.868837	1.971	197.19	
0.963505	1.971	197.195	
1.08342	1.971	197.2	
0.997164	1.972	197.205	
0.910912	1.972	197.21	
1.10866	1.972	197.215	
1.27486	1.972	197.22	
1.08973	1.972	197.225	
0.931949	1.972	197.23	
1.06238	1.972	197.235	
1.17388	1.972	197.24	
1.00979	1.972	197.245	
0.868837	1.972	197.25	
1.03924	1.972	197.255	
1.20964	1.972	197.26	
1.10866	1.972	197.265	
0.961401	1.972	197.27	
1.05817	1.972	197.275	
1.16757	1.972	197.28	
1.0161	1.972	197.285	
0.868837	1.972	197.29	
0.982438	1.972	197.295	
1.13391	1.972	197.3	
1.06028	1.973	197.305	
0.976127	1.973	197.31	
1.12128	1.973	197.315	
1.25803	1.973	197.32	
1.10025	1.973	197.325	
0.936156	1.973	197.33	
1.03082	1.973	197.335	
1.14232	1.973	197.34	
0.997164	1.973	197.345	
0.866733	1.973	197.35	
1.00768	1.973	197.355	
1.16336	1.973	197.36	
1.0729	1.973	197.365	
0.963505	1.973	197.37	
1.05817	1.973	197.375	
1.17808	1.973	197.38	
1.04765	1.973	197.385	
0.910912	1.973	197.39	
0.995061	1.973	197.395	
1.12339	1.973	197.4	
1.06238	1.974	197.405	
0.969816	1.974	197.41	
1.11918	1.974	197.415	
1.23488	1.974	197.42	
1.07921	1.974	197.425	
0.908808	1.974	197.43	
1.02872	1.974	197.435	
1.15074	1.974	197.44	
1.02031	1.974	197.445	
0.908808	1.974	197.45	
1.04555	1.974	197.455	
1.17808	1.974	197.46	
1.06659	1.974	197.465	
0.957194	1.974	197.47	
1.06238	1.974	197.475	
1.16546	1.974	197.48	
1.05186	1.974	197.485	
0.92143	1.974	197.49	
1.02662	1.974	197.495	
1.14022	1.974	197.5	
1.04765	1.975	197.505	
0.95509	1.975	197.51	
1.11287	1.975	197.515	
1.23278	1.975	197.52	
1.075	1.975	197.525	
0.946675	1.975	197.53	
1.075	1.975	197.535	
1.17388	1.975	197.54	
1.02031	1.975	197.545	
0.898289	1.975	197.55	
1.04555	1.975	197.555	
1.16336	1.975	197.56	
1.02872	1.975	197.565	
0.913015	1.975	197.57	
1.03713	1.975	197.575	
1.16125	1.975	197.58	
1.04765	1.975	197.585	
0.910912	1.975	197.59	
1.04555	1.975	197.595	
1.16967	1.975	197.6	
1.07711	1.976	197.605	
0.963505	1.976	197.61	
1.12339	1.976	197.615	
1.20543	1.976	197.62	
1.04555	1.976	197.625	
0.902497	1.976	197.63	
1.06869	1.976	197.635	
1.18019	1.976	197.64	
1.03082	1.976	197.645	
0.910912	1.976	197.65	
1.03924	1.976	197.655	
1.14653	1.976	197.66	
1.03293	1.976	197.665	
0.896186	1.976	197.67	
1.02662	1.976	197.675	
1.16546	1.976	197.68	
1.06028	1.976	197.685	
0.95509	1.976	197.69	
1.08762	1.976	197.695	
1.20123	1.976	197.7	
1.09394	1.977	197.705	
0.969816	1.977	197.71	
1.11077	1.977	197.715	
1.20964	1.977	197.72	
1.02872	1.977	197.725	
0.894082	1.977	197.73	
1.06448	1.977	197.735	
1.21385	1.977	197.74	
1.08342	1.977	197.745	
0.961401	1.977	197.75	
1.08973	1.977	197.755	
1.19071	1.977	197.76	
1.0182	1.977	197.765	
0.870941	1.977	197.77	
1.0161	1.977	197.775	
1.15074	1.977	197.78	
1.04976	1.977	197.785	
0.95509	1.977	197.79	
1.08973	1.977	197.795	
1.21174	1.977	197.8	
1.09183	1.978	197.805	
0.967712	1.978	197.81	
1.10445	1.978	197.815	
1.22226	1.978	197.82	
1.04345	1.978	197.825	
0.906704	1.978	197.83	
1.06238	1.978	197.835	
1.18229	1.978	197.84	
1.03924	1.978	197.845	
0.925638	1.978	197.85	
1.04765	1.978	197.855	
1.15915	1.978	197.86	
1.02662	1.978	197.865	
0.906704	1.978	197.87	
1.04555	1.978	197.875	
1.19281	1.978	197.88	
1.10025	1.978	197.885	
0.984542	1.978	197.89	
1.09183	1.978	197.895	
1.18019	1.978	197.9	
1.04976	1.979	197.905	
0.934053	1.979	197.91	
1.08131	1.979	197.915	
1.21595	1.979	197.92	
1.05186	1.979	197.925	
0.936156	1.979	197.93	
1.06869	1.979	197.935	
1.16336	1.979	197.94	
1.00348	1.979	197.945	
0.894082	1.979	197.95	
1.04345	1.979	197.955	
1.20123	1.979	197.96	
1.08552	1.979	197.965	
0.997164	1.979	197.97	
1.12339	1.979	197.975	
1.19702	1.979	197.98	
1.04134	1.979	197.985	
0.900393	1.979	197.99	
1.03713	1.979	197.995	
1.15284	1.979	198	
1.07079	1.98	198.005	
0.997164	1.98	198.01	
1.16546	1.98	198.015	
1.26223	1.98	198.02	
1.05817	1.98	198.025	
0.927741	1.98	198.03	
1.03293	1.98	198.035	
1.1318	1.98	198.04	
0.984542	1.98	198.045	
0.9046	1.98	198.05	
1.075	1.98	198.055	
1.21385	1.98	198.06	
1.11077	1.98	198.065	
0.978231	1.98	198.07	
1.08552	1.98	198.075	
1.17598	1.98	198.08	
1.02872	1.98	198.085	
0.894082	1.98	198.09	
1.0161	1.98	198.095	
1.16757	1.98	198.1	
1.07079	1.981	198.105	
0.999268	1.981	198.11	
1.16757	1.981	198.115	
1.26644	1.981	198.12	
1.05817	1.981	198.125	
0.908808	1.981	198.13	
1.03293	1.981	198.135	
1.16336	1.981	198.14	
0.990853	1.981	198.145	
0.885667	1.981	198.15	
1.04765	1.981	198.155	
1.20543	1.981	198.16	
1.09604	1.981	198.165	
0.980334	1.981	198.17	
1.12549	1.981	198.175	
1.22857	1.981	198.18	
1.07711	1.981	198.185	
0.929845	1.981	198.19	
1.04345	1.981	198.195	
1.16967	1.981	198.2	
1.06028	1.982	198.205	
0.974023	1.982	198.21	
1.17388	1.982	198.215	
1.27065	1.982	198.22	
1.05607	1.982	198.225	
0.891978	1.982	198.23	
1.05396	1.982	198.235	
1.16336	1.982	198.24	
1.00137	1.982	198.245	
0.877252	1.982	198.25	
1.06028	1.982	198.255	
1.22016	1.982	198.26	
1.08973	1.982	198.265	
0.957194	1.982	198.27	
1.09604	1.982	198.275	
1.21806	1.982	198.28	
1.06238	1.982	198.285	
0.910912	1.982	198.29	
1.04555	1.982	198.295	
1.17808	1.982	198.3	
1.075	1.983	198.305	
0.97192	1.983	198.31	
1.16967	1.983	198.315	
1.27486	1.983	198.32	
1.05817	1.983	198.325	
0.879356	1.983	198.33	
1.01189	1.983	198.335	
1.13601	1.983	198.34	
0.984542	1.983	198.345	
0.860422	1.983	198.35	
1.04134	1.983	198.355	
1.21806	1.983	198.36	
1.08552	1.983	198.365	
0.931949	1.983	198.37	
1.06659	1.983	198.375	
1.20543	1.983	198.38	
1.06869	1.983	198.385	
0.934053	1.983	198.39	
1.06659	1.983	198.395	
1.23909	1.983	198.4	
1.13391	1.984	198.405	
1.00558	1.984	198.41	
1.12549	1.984	198.415	
1.21385	1.984	198.42	
1.0161	1.984	198.425	
0.837281	1.984	198.43	
0.978231	1.984	198.435	
1.1318	1.984	198.44	
1.00768	1.984	198.445	
0.88146	1.984	198.45	
1.06448	1.984	198.455	
1.21385	1.984	198.46	
1.08762	1.984	198.465	
0.957194	1.984	198.47	
1.08973	1.984	198.475	
1.22437	1.984	198.48	
1.09183	1.984	198.485	
0.93826	1.984	198.49	
1.05186	1.984	198.495	
1.1844	1.984	198.5	
1.06869	1.985	198.505	
0.944571	1.985	198.51	
1.06238	1.985	198.515	
1.16336	1.985	198.52	
0.999268	1.985	198.525	
0.862526	1.985	198.53	
1.00137	1.985	198.535	
1.15494	1.985	198.54	
1.05817	1.985	198.545	
0.963505	1.985	198.55	
1.10866	1.985	198.555	
1.22226	1.985	198.56	
1.09604	1.985	198.565	
0.963505	1.985	198.57	
1.06659	1.985	198.575	
1.1865	1.985	198.58	
1.05817	1.985	198.585	
0.925638	1.985	198.59	
1.04976	1.985	198.595	
1.20543	1.985	198.6	
1.10235	1.986	198.605	
0.990853	1.986	198.61	
1.12549	1.986	198.615	
1.22647	1.986	198.62	
1.05396	1.986	198.625	
0.891978	1.986	198.63	
1.02662	1.986	198.635	
1.15074	1.986	198.64	
1.05607	1.986	198.645	
0.959297	1.986	198.65	
1.10656	1.986	198.655	
1.21385	1.986	198.66	
1.06869	1.986	198.665	
0.908808	1.986	198.67	
1.02451	1.986	198.675	
1.16967	1.986	198.68	
1.075	1.986	198.685	
0.965608	1.986	198.69	
1.08973	1.986	198.695	
1.22437	1.986	198.7	
1.1297	1.987	198.705	
1.01189	1.987	198.71	
1.11287	1.987	198.715	
1.21174	1.987	198.72	
1.02872	1.987	198.725	
0.889874	1.987	198.73	
1.02872	1.987	198.735	
1.14442	1.987	198.74	
1.02031	1.987	198.745	
0.931949	1.987	198.75	
1.05817	1.987	198.755	
1.18229	1.987	198.76	
1.06659	1.987	198.765	
0.946675	1.987	198.77	
1.05396	1.987	198.775	
1.17598	1.987	198.78	
1.08762	1.987	198.785	
0.974023	1.987	198.79	
1.10025	1.987	198.795	
1.21595	1.987	198.8	
1.11287	1.988	198.805	
0.990853	1.988	198.81	
1.12128	1.988	198.815	
1.21385	1.988	198.82	
1.03713	1.988	198.825	
0.900393	1.988	198.83	
1.03924	1.988	198.835	
1.16757	1.988	198.84	
1.04345	1.988	198.845	
0.948779	1.988	198.85	
1.07921	1.988	198.855	
1.19491	1.988	198.86	
1.06869	1.988	198.865	
0.95509	1.988	198.87	
1.07079	1.988	198.875	
1.19491	1.988	198.88	
1.07921	1.988	198.885	
0.97192	1.988	198.89	
1.09814	1.988	198.895	
1.20754	1.988	198.9	
1.10235	1.989	198.905	
1.0182	1.989	198.91	
1.16125	1.989	198.915	
1.23909	1.989	198.92	
1.03713	1.989	198.925	
0.902497	1.989	198.93	
1.03713	1.989	198.935	
1.15494	1.989	198.94	
1.0161	1.989	198.945	
0.923534	1.989	198.95	
1.06659	1.989	198.955	
1.17388	1.989	198.96	
1.04134	1.989	198.965	
0.950882	1.989	198.97	
1.08762	1.989	198.975	
1.21595	1.989	198.98	
1.09183	1.989	198.985	
0.963505	1.989	198.99	
1.07921	1.989	198.995	
1.17808	1.989	199	
1.03503	1.99	199.005	
0.944571	1.99	199.01	
1.1297	1.99	199.015	
1.21806	1.99	199.02	
1.06448	1.99	199.025	
0.927741	1.99	199.03	
1.06448	1.99	199.035	
1.16757	1.99	199.04	
1.00979	1.99	199.045	
0.906704	1.99	199.05	
1.04976	1.99	199.055	
1.1844	1.99	199.06	
1.04765	1.99	199.065	
0.963505	1.99	199.07	
1.1276	1.99	199.075	
1.25803	1.99	199.08	
1.11287	1.99	199.085	
0.984542	1.99	199.09	
1.08762	1.99	199.095	
1.17388	1.99	199.1	
1.03293	1.991	199.105	
0.929845	1.991	199.11	
1.10235	1.991	199.115	
1.2433	1.991	199.12	
1.09394	1.991	199.125	
0.967712	1.991	199.13	
1.11497	1.991	199.135	
1.19912	1.991	199.14	
1.04555	1.991	199.145	
0.908808	1.991	199.15	
1.08552	1.991	199.155	
1.20543	1.991	199.16	
1.07711	1.991	199.165	
0.976127	1.991	199.17	
1.10235	1.991	199.175	
1.22647	1.991	199.18	
1.08131	1.991	199.185	
0.959297	1.991	199.19	
1.06448	1.991	199.195	
1.17388	1.991	199.2	
1.05817	1.992	199.205	
0.961401	1.992	199.21	
1.1318	1.992	199.215	
1.20964	1.992	199.22	
1.04134	1.992	199.225	
0.927741	1.992	199.23	
1.09394	1.992	199.235	
1.1865	1.992	199.24	
1.02872	1.992	199.245	
0.919327	1.992	199.25	
1.06028	1.992	199.255	
1.20333	1.992	199.26	
1.04765	1.992	199.265	
0.923534	1.992	199.27	
1.07711	1.992	199.275	
1.19702	1.992	199.28	
1.08552	1.992	199.285	
0.961401	1.992	199.29	
1.10656	1.992	199.295	
1.1886	1.992	199.3	
1.04134	1.993	199.305	
0.931949	1.993	199.31	
1.08131	1.993	199.315	
1.20964	1.993	199.32	
1.06028	1.993	199.325	
0.952986	1.993	199.33	
1.12549	1.993	199.335	
1.23699	1.993	199.34	
1.06448	1.993	199.345	
0.934053	1.993	199.35	
1.05817	1.993	199.355	
1.16967	1.993	199.36	
1.00768	1.993	199.365	
0.908808	1.993	199.37	
1.06238	1.993	199.375	
1.20754	1.993	199.38	
1.11918	1.993	199.385	
0.982438	1.993	199.39	
1.12128	1.993	199.395	
1.20123	1.993	199.4	
1.06448	1.994	199.405	
0.931949	1.994	199.41	
1.10445	1.994	199.415	
1.23068	1.994	199.42	
1.08973	1.994	199.425	
0.976127	1.994	199.43	
1.13811	1.994	199.435	
1.25382	1.994	199.44	
1.08131	1.994	199.445	
0.919327	1.994	199.45	
1.04134	1.994	199.455	
1.17388	1.994	199.46	
1.03082	1.994	199.465	
0.919327	1.994	199.47	
1.05817	1.994	199.475	
1.22437	1.994	199.48	
1.1318	1.994	199.485	
1.00137	1.994	199.49	
1.10235	1.994	199.495	
1.20123	1.994	199.5	
1.06659	1.995	199.505	
0.917223	1.995	199.51	
1.07079	1.995	199.515	
1.19491	1.995	199.52	
1.03082	1.995	199.525	
0.923534	1.995	199.53	
1.09183	1.995	199.535	
1.22857	1.995	199.54	
1.06659	1.995	199.545	
0.915119	1.995	199.55	
1.04765	1.995	199.555	
1.16546	1.995	199.56	
1.04345	1.995	199.565	
0.944571	1.995	199.57	
1.10025	1.995	199.575	
1.2454	1.995	199.58	
1.10445	1.995	199.585	
0.965608	1.995	199.59	
1.06448	1.995	199.595	
1.18019	1.995	199.6	
1.05817	1.996	199.605	
0.95509	1.996	199.61	
1.10866	1.996	199.615	
1.26223	1.996	199.62	
1.09604	1.996	199.625	
0.967712	1.996	199.63	
1.09183	1.996	199.635	
1.21385	1.996	199.64	
1.06028	1.996	199.645	
0.908808	1.996	199.65	
1.04134	1.996	199.655	
1.17177	1.996	199.66	
1.04765	1.996	199.665	
0.950882	1.996	199.67	
1.11708	1.996	199.675	
1.24961	1.996	199.68	
1.09814	1.996	199.685	
0.942467	1.996	199.69	
1.04134	1.996	199.695	
1.16125	1.996	199.7	
1.06448	1.997	199.705	
0.984542	1.997	199.71	
1.14442	1.997	199.715	
1.29379	1.997	199.72	
1.10445	1.997	199.725	
0.931949	1.997	199.73	
1.05186	1.997	199.735	
1.1865	1.997	199.74	
1.02662	1.997	199.745	
0.906704	1.997	199.75	
1.05817	1.997	199.755	
1.23488	1.997	199.76	
1.12128	1.997	199.765	
0.999268	1.997	199.77	
1.10656	1.997	199.775	
1.20333	1.997	199.78	
1.05817	1.997	199.785	
0.896186	1.997	199.79	
1.00558	1.997	199.795	
1.15284	1.997	199.8	
1.09394	1.998	199.805	
1.0161	1.998	199.81	
1.17808	1.998	199.815	
1.31903	1.998	199.82	
1.1297	1.998	199.825	
0.952986	1.998	199.83	
1.03082	1.998	199.835	
1.16125	1.998	199.84	
1.02872	1.998	199.845	
0.925638	1.998	199.85	
1.10025	1.998	199.855	
1.2454	1.998	199.86	
1.14442	1.998	199.865	
1.00348	1.998	199.87	
1.08762	1.998	199.875	
1.16125	1.998	199.88	
1.02241	1.998	199.885	
0.885667	1.998	199.89	
1.00558	1.998	199.895	
1.16546	1.998	199.9	
1.10445	1.999	199.905	
1.03293	1.999	199.91	
1.18019	1.999	199.915	
1.27906	1.999	199.92	
1.11497	1.999	199.925	
0.963505	1.999	199.93	
1.06869	1.999	199.935	
1.17177	1.999	199.94	
1.04765	1.999	199.945	
0.931949	1.999	199.95	
1.06448	1.999	199.955	
1.21385	1.999	199.96	
1.10235	1.999	199.965	
0.990853	1.999	199.97	
1.075	1.999	199.975	
1.19281	1.999	199.98	
1.07711	1.999	199.985	
0.950882	1.999	199.99	
1.05396	1.999	199.995	
1.19071	1.999	200	
1.11708	2	200.005	
1.02872	2	200.01	
1.18229	2	200.015	
1.25803	2	200.02	
1.08762	2	200.025	
0.946675	2	200.03	
1.04345	2	200.035	
1.14232	2	200.04	
1.03082	2	200.045	
0.948779	2	200.05	
1.08552	2	200.055	
1.22226	2	200.06	
1.11918	2	200.065	
1.02241	2	200.07	
1.1276	2	200.075	
1.21385	2	200.08	
1.08131	2	200.085	
0.969816	2	200.09	
1.07921	2	200.095	
1.18229	2	200.1	
1.07921	2.001	200.105	
1.00137	2.001	200.11	
1.15074	2.001	200.115	
1.24961	2.001	200.12	
1.08762	2.001	200.125	
0.963505	2.001	200.13	
1.08552	2.001	200.135	
1.21385	2.001	200.14	
1.06659	2.001	200.145	
0.959297	2.001	200.15	
1.06659	2.001	200.155	
1.1844	2.001	200.16	
1.05607	2.001	200.165	
0.950882	2.001	200.17	
1.06869	2.001	200.175	
1.20123	2.001	200.18	
1.09183	2.001	200.185	
0.990853	2.001	200.19	
1.08552	2.001	200.195	
1.20543	2.001	200.2	
1.08762	2.002	200.205	
1.00979	2.002	200.21	
1.18019	2.002	200.215	
1.27696	2.002	200.22	
1.10656	2.002	200.225	
0.961401	2.002	200.23	
1.10866	2.002	200.235	
1.19071	2.002	200.24	
1.02451	2.002	200.245	
0.923534	2.002	200.25	
1.06028	2.002	200.255	
1.19491	2.002	200.26	
1.075	2.002	200.265	
0.974023	2.002	200.27	
1.10656	2.002	200.275	
1.21595	2.002	200.28	
1.09604	2.002	200.285	
0.969816	2.002	200.29	
1.10656	2.002	200.295	
1.20964	2.002	200.3	
1.10445	2.003	200.305	
0.988749	2.003	200.31	
1.15074	2.003	200.315	
1.23909	2.003	200.32	
1.06869	2.003	200.325	
0.927741	2.003	200.33	
1.06028	2.003	200.335	
1.20123	2.003	200.34	
1.06448	2.003	200.345	
0.944571	2.003	200.35	
1.1297	2.003	200.355	
1.26644	2.003	200.36	
1.1318	2.003	200.365	
1.00979	2.003	200.37	
1.1276	2.003	200.375	
1.23909	2.003	200.38	
1.08762	2.003	200.385	
0.969816	2.003	200.39	
1.08342	2.003	200.395	
1.18229	2.003	200.4	
1.06448	2.004	200.405	
0.980334	2.004	200.41	
1.1318	2.004	200.415	
1.23909	2.004	200.42	
1.075	2.004	200.425	
0.93826	2.004	200.43	
1.08973	2.004	200.435	
1.20543	2.004	200.44	
1.05607	2.004	200.445	
0.976127	2.004	200.45	
1.11077	2.004	200.455	
1.24751	2.004	200.46	
1.09604	2.004	200.465	
0.980334	2.004	200.47	
1.10656	2.004	200.475	
1.19702	2.004	200.48	
1.06028	2.004	200.485	
0.942467	2.004	200.49	
1.05607	2.004	200.495	
1.1844	2.004	200.5	
1.07711	2.005	200.505	
0.992957	2.005	200.51	
1.16125	2.005	200.515	
1.26434	2.005	200.52	
1.11287	2.005	200.525	
0.990853	2.005	200.53	
1.13811	2.005	200.535	
1.22857	2.005	200.54	
1.08552	2.005	200.545	
0.957194	2.005	200.55	
1.08762	2.005	200.555	
1.21174	2.005	200.56	
1.06238	2.005	200.565	
0.942467	2.005	200.57	
1.06448	2.005	200.575	
1.1844	2.005	200.58	
1.08131	2.005	200.585	
0.957194	2.005	200.59	
1.08131	2.005	200.595	
1.19912	2.005	200.6	
1.10656	2.006	200.605	
1.01399	2.006	200.61	
1.19071	2.006	200.615	
1.298	2.006	200.62	
1.11918	2.006	200.625	
0.982438	2.006	200.63	
1.10235	2.006	200.635	
1.1886	2.006	200.64	
1.04555	2.006	200.645	
0.913015	2.006	200.65	
1.07079	2.006	200.655	
1.20333	2.006	200.66	
1.09183	2.006	200.665	
0.990853	2.006	200.67	
1.1297	2.006	200.675	
1.23068	2.006	200.68	
1.08762	2.006	200.685	
0.984542	2.006	200.69	
1.10445	2.006	200.695	
1.20543	2.006	200.7	
1.10866	2.007	200.705	
1.02451	2.007	200.71	
1.17598	2.007	200.715	
1.28117	2.007	200.72	
1.10025	2.007	200.725	
0.95509	2.007	200.73	
1.075	2.007	200.735	
1.17388	2.007	200.74	
1.04345	2.007	200.745	
0.923534	2.007	200.75	
1.08552	2.007	200.755	
1.21174	2.007	200.76	
1.09814	2.007	200.765	
0.969816	2.007	200.77	
1.10235	2.007	200.775	
1.23909	2.007	200.78	
1.09814	2.007	200.785	
0.984542	2.007	200.79	
1.08762	2.007	200.795	
1.19491	2.007	200.8	
1.07079	2.008	200.805	
0.961401	2.008	200.81	
1.12339	2.008	200.815	
1.25382	2.008	200.82	
1.10235	2.008	200.825	
0.997164	2.008	200.83	
1.14442	2.008	200.835	
1.25382	2.008	200.84	
1.07079	2.008	200.845	
0.913015	2.008	200.85	
1.02662	2.008	200.855	
1.15284	2.008	200.86	
1.04976	2.008	200.865	
0.95509	2.008	200.87	
1.11918	2.008	200.875	
1.25592	2.008	200.88	
1.12128	2.008	200.885	
0.988749	2.008	200.89	
1.06238	2.008	200.895	
1.17598	2.008	200.9	
1.05186	2.009	200.905	
0.982438	2.009	200.91	
1.19071	2.009	200.915	
1.33586	2.009	200.92	
1.18019	2.009	200.925	
1.06238	2.009	200.93	
1.17388	2.009	200.935	
1.2433	2.009	200.94	
1.04765	2.009	200.945	
0.875148	2.009	200.95	
0.988749	2.009	200.955	
1.14653	2.009	200.96	
1.04345	2.009	200.965	
0.984542	2.009	200.97	
1.1297	2.009	200.975	
1.25171	2.009	200.98	
1.09814	2.009	200.985	
0.952986	2.009	200.99	
1.07921	2.009	200.995	
1.19491	2.009	201	
1.10445	2.01	201.005	
1.02031	2.01	201.01	
1.22226	2.01	201.015	
1.3548	2.01	201.02	
1.17388	2.01	201.025	
0.999268	2.01	201.03	
1.10445	2.01	201.035	
1.18229	2.01	201.04	
1.00979	2.01	201.045	
0.906704	2.01	201.05	
1.05607	2.01	201.055	
1.22857	2.01	201.06	
1.13391	2.01	201.065	
1.03924	2.01	201.07	
1.1886	2.01	201.075	
1.298	2.01	201.08	
1.12549	2.01	201.085	
0.976127	2.01	201.09	
1.0729	2.01	201.095	
1.19491	2.01	201.1	
1.07921	2.011	201.105	
0.986646	2.011	201.11	
1.17177	2.011	201.115	
1.30852	2.011	201.12	
1.13811	2.011	201.125	
0.982438	2.011	201.13	
1.11918	2.011	201.135	
1.22857	2.011	201.14	
1.05186	2.011	201.145	
0.908808	2.011	201.15	
1.06869	2.011	201.155	
1.20964	2.011	201.16	
1.10025	2.011	201.165	
0.961401	2.011	201.17	
1.08973	2.011	201.175	
1.23699	2.011	201.18	
1.11497	2.011	201.185	
0.995061	2.011	201.19	
1.11497	2.011	201.195	
1.22857	2.011	201.2	
1.13391	2.012	201.205	
1.04134	2.012	201.21	
1.1844	2.012	201.215	
1.29169	2.012	201.22	
1.10656	2.012	201.225	
0.963505	2.012	201.23	
1.10866	2.012	201.235	
1.22857	2.012	201.24	
1.075	2.012	201.245	
0.936156	2.012	201.25	
1.06028	2.012	201.255	
1.19491	2.012	201.26	
1.05817	2.012	201.265	
0.934053	2.012	201.27	
1.06448	2.012	201.275	
1.21595	2.012	201.28	
1.12339	2.012	201.285	
1.02031	2.012	201.29	
1.14863	2.012	201.295	
1.2454	2.012	201.3	
1.14022	2.013	201.305	
1.01399	2.013	201.31	
1.13601	2.013	201.315	
1.24961	2.013	201.32	
1.09183	2.013	201.325	
0.936156	2.013	201.33	
1.06238	2.013	201.335	
1.1844	2.013	201.34	
1.09183	2.013	201.345	
0.982438	2.013	201.35	
1.11497	2.013	201.355	
1.2412	2.013	201.36	
1.12128	2.013	201.365	
0.97192	2.013	201.37	
1.07079	2.013	201.375	
1.17598	2.013	201.38	
1.075	2.013	201.385	
0.961401	2.013	201.39	
1.08131	2.013	201.395	
1.22016	2.013	201.4	
1.14863	2.014	201.405	
1.05396	2.014	201.41	
1.16336	2.014	201.415	
1.25592	2.014	201.42	
1.08973	2.014	201.425	
0.944571	2.014	201.43	
1.08131	2.014	201.435	
1.20543	2.014	201.44	
1.09604	2.014	201.445	
1.0161	2.014	201.45	
1.14442	2.014	201.455	
1.25171	2.014	201.46	
1.11497	2.014	201.465	
0.97192	2.014	201.47	
1.04345	2.014	201.475	
1.15284	2.014	201.48	
1.05607	2.014	201.485	
0.974023	2.014	201.49	
1.10656	2.014	201.495	
1.25171	2.014	201.5	
1.16967	2.015	201.505	
1.07711	2.015	201.51	
1.21174	2.015	201.515	
1.29379	2.015	201.52	
1.10445	2.015	201.525	
0.963505	2.015	201.53	
1.07921	2.015	201.535	
1.19071	2.015	201.54	
1.075	2.015	201.545	
0.974023	2.015	201.55	
1.11497	2.015	201.555	
1.21385	2.015	201.56	
1.075	2.015	201.565	
0.940364	2.015	201.57	
1.05607	2.015	201.575	
1.16546	2.015	201.58	
1.07921	2.015	201.585	
0.999268	2.015	201.59	
1.15915	2.015	201.595	
1.28537	2.015	201.6	
1.1844	2.016	201.605	
1.07079	2.016	201.61	
1.20754	2.016	201.615	
1.26644	2.016	201.62	
1.0729	2.016	201.625	
0.931949	2.016	201.63	
1.07921	2.016	201.635	
1.20964	2.016	201.64	
1.08552	2.016	201.645	
0.986646	2.016	201.65	
1.12339	2.016	201.655	
1.23068	2.016	201.66	
1.075	2.016	201.665	
0.948779	2.016	201.67	
1.09183	2.016	201.675	
1.22016	2.016	201.68	
1.10445	2.016	201.685	
1.00768	2.016	201.69	
1.13811	2.016	201.695	
1.23909	2.016	201.7	
1.11077	2.017	201.705	
1.00558	2.017	201.71	
1.16336	2.017	201.715	
1.25382	2.017	201.72	
1.08552	2.017	201.725	
0.97192	2.017	201.73	
1.1276	2.017	201.735	
1.22226	2.017	201.74	
1.06028	2.017	201.745	
0.936156	2.017	201.75	
1.08552	2.017	201.755	
1.17808	2.017	201.76	
1.06869	2.017	201.765	
0.952986	2.017	201.77	
1.09814	2.017	201.775	
1.23909	2.017	201.78	
1.11287	2.017	201.785	
1.00768	2.017	201.79	
