gelE_I_2_5mm15	gelE_I_2_5mm15	gelE_I_2_5mm15	
0.483856	0.551	394.94	
0.622702	0.551	394.945	
0.81414	0.551	394.95	
0.692125	0.551	394.955	
0.504893	0.551	394.96	
0.618494	0.551	394.965	
0.816244	0.551	394.97	
0.68371	0.551	394.975	
0.441782	0.551	394.98	
0.515412	0.551	394.985	
0.664776	0.551	394.99	
0.570109	0.551	394.995	
0.401811	0.551	395	
0.555383	0.55	395.005	
0.772066	0.55	395.01	
0.694228	0.55	395.015	
0.523827	0.55	395.02	
0.637428	0.55	395.025	
0.818348	0.55	395.03	
0.65005	0.55	395.035	
0.439678	0.55	395.04	
0.563798	0.55	395.045	
0.761547	0.55	395.05	
0.694228	0.55	395.055	
0.534345	0.55	395.06	
0.639532	0.55	395.065	
0.788896	0.55	395.07	
0.652154	0.55	395.075	
0.416537	0.55	395.08	
0.498582	0.55	395.085	
0.698436	0.55	395.09	
0.65005	0.55	395.095	
0.519619	0.55	395.1	
0.631117	0.549	395.105	
0.801518	0.549	395.11	
0.66688	0.549	395.115	
0.4523	0.549	395.12	
0.540657	0.549	395.125	
0.729992	0.549	395.13	
0.63322	0.549	395.135	
0.511204	0.549	395.14	
0.631117	0.549	395.145	
0.83097	0.549	395.15	
0.72368	0.549	395.155	
0.528034	0.549	395.16	
0.578524	0.549	395.165	
0.715266	0.549	395.17	
0.612183	0.549	395.175	
0.460715	0.549	395.18	
0.568005	0.549	395.185	
0.763651	0.549	395.19	
0.708954	0.549	395.195	
0.540657	0.549	395.2	
0.597457	0.548	395.205	
0.72368	0.548	395.21	
0.572212	0.548	395.215	
0.384981	0.548	395.22	
0.540657	0.548	395.225	
0.763651	0.548	395.23	
0.698436	0.548	395.235	
0.570109	0.548	395.24	
0.698436	0.548	395.245	
0.858319	0.548	395.25	
0.706851	0.548	395.255	
0.481752	0.548	395.26	
0.523827	0.548	395.265	
0.664776	0.548	395.27	
0.582731	0.548	395.275	
0.467026	0.548	395.28	
0.612183	0.548	395.285	
0.799414	0.548	395.29	
0.727888	0.548	395.295	
0.538553	0.548	395.3	
0.595353	0.547	395.305	
0.713162	0.547	395.31	
0.572212	0.547	395.315	
0.445989	0.547	395.32	
0.599561	0.547	395.325	
0.801518	0.547	395.33	
0.719473	0.547	395.335	
0.536449	0.547	395.34	
0.629013	0.547	395.345	
0.778377	0.547	395.35	
0.626909	0.547	395.355	
0.431263	0.547	395.36	
0.525931	0.547	395.365	
0.711058	0.547	395.37	
0.662672	0.547	395.375	
0.549071	0.547	395.38	
0.647946	0.547	395.385	
0.809933	0.547	395.39	
0.698436	0.547	395.395	
0.515412	0.547	395.4	
0.568005	0.546	395.405	
0.679502	0.546	395.41	
0.538553	0.546	395.415	
0.406018	0.546	395.42	
0.59325	0.546	395.425	
0.828866	0.546	395.43	
0.708954	0.546	395.435	
0.517516	0.546	395.44	
0.639532	0.546	395.445	
0.790999	0.546	395.45	
0.662672	0.546	395.455	
0.483856	0.546	395.46	
0.572212	0.546	395.465	
0.765755	0.546	395.47	
0.692125	0.546	395.475	
0.530138	0.546	395.48	
0.620598	0.546	395.485	
0.763651	0.546	395.49	
0.645843	0.546	395.495	
0.439678	0.546	395.5	
0.521723	0.545	395.505	
0.65005	0.545	395.51	
0.549071	0.545	395.515	
0.437574	0.545	395.52	
0.645843	0.545	395.525	
0.875148	0.545	395.53	
0.736303	0.545	395.535	
0.55959	0.545	395.54	
0.629013	0.545	395.545	
0.753133	0.545	395.55	
0.605872	0.545	395.555	
0.431263	0.545	395.56	
0.595353	0.545	395.565	
0.807829	0.545	395.57	
0.715266	0.545	395.575	
0.54276	0.545	395.58	
0.624805	0.545	395.585	
0.736303	0.545	395.59	
0.586938	0.545	395.595	
0.382877	0.545	395.6	
0.504893	0.544	395.605	
0.677399	0.544	395.61	
0.614287	0.544	395.615	
0.536449	0.544	395.62	
0.734199	0.544	395.625	
0.915119	0.544	395.63	
0.732095	0.544	395.635	
0.473337	0.544	395.64	
0.551175	0.544	395.645	
0.675295	0.544	395.65	
0.555383	0.544	395.655	
0.431263	0.544	395.66	
0.631117	0.544	395.665	
0.852007	0.544	395.67	
0.732095	0.544	395.675	
0.532242	0.544	395.68	
0.599561	0.544	395.685	
0.700539	0.544	395.69	
0.551175	0.544	395.695	
0.41233	0.544	395.7	
0.563798	0.543	395.705	
0.767859	0.543	395.71	
0.685813	0.543	395.715	
0.519619	0.543	395.72	
0.654258	0.543	395.725	
0.833074	0.543	395.73	
0.647946	0.543	395.735	
0.445989	0.543	395.74	
0.563798	0.543	395.745	
0.75734	0.543	395.75	
0.664776	0.543	395.755	
0.50279	0.543	395.76	
0.624805	0.543	395.765	
0.788896	0.543	395.77	
0.641635	0.543	395.775	
0.418641	0.543	395.78	
0.506997	0.543	395.785	
0.654258	0.543	395.79	
0.561694	0.543	395.795	
0.441782	0.543	395.8	
0.595353	0.542	395.805	
0.801518	0.542	395.81	
0.668984	0.542	395.815	
0.479649	0.542	395.82	
0.603768	0.542	395.825	
0.761547	0.542	395.83	
0.610079	0.542	395.835	
0.43547	0.542	395.84	
0.582731	0.542	395.845	
0.786792	0.542	395.85	
0.679502	0.542	395.855	
0.498582	0.542	395.86	
0.610079	0.542	395.865	
0.748925	0.542	395.87	
0.612183	0.542	395.875	
0.427056	0.542	395.88	
0.523827	0.542	395.885	
0.717369	0.542	395.89	
0.65005	0.542	395.895	
0.538553	0.542	395.9	
0.664776	0.541	395.905	
0.816244	0.541	395.91	
0.652154	0.541	395.915	
0.43547	0.541	395.92	
0.540657	0.541	395.925	
0.717369	0.541	395.93	
0.607976	0.541	395.935	
0.454404	0.541	395.94	
0.59325	0.541	395.945	
0.795207	0.541	395.95	
0.72368	0.541	395.955	
0.519619	0.541	395.96	
0.603768	0.541	395.965	
0.753133	0.541	395.97	
0.63322	0.541	395.975	
0.460715	0.541	395.98	
0.563798	0.541	395.985	
0.769962	0.541	395.99	
0.713162	0.541	395.995	
0.54276	0.541	396	
0.618494	0.54	396.005	
0.727888	0.54	396.01	
0.544864	0.54	396.015	
0.347114	0.54	396.02	
0.481752	0.54	396.025	
0.713162	0.54	396.03	
0.647946	0.54	396.035	
0.479649	0.54	396.04	
0.612183	0.54	396.045	
0.805726	0.54	396.05	
0.679502	0.54	396.055	
0.462819	0.54	396.06	
0.572212	0.54	396.065	
0.734199	0.54	396.07	
0.639532	0.54	396.075	
0.488064	0.54	396.08	
0.584835	0.54	396.085	
0.742614	0.54	396.09	
0.652154	0.54	396.095	
0.471234	0.54	396.1	
0.553279	0.539	396.105	
0.702643	0.539	396.11	
0.557486	0.539	396.115	
0.397603	0.539	396.12	
0.578524	0.539	396.125	
0.77417	0.539	396.13	
0.673191	0.539	396.135	
0.494375	0.539	396.14	
0.629013	0.539	396.145	
0.822555	0.539	396.15	
0.700539	0.539	396.155	
0.498582	0.539	396.16	
0.59325	0.539	396.165	
0.751029	0.539	396.17	
0.622702	0.539	396.175	
0.420744	0.539	396.18	
0.538553	0.539	396.185	
0.729992	0.539	396.19	
0.673191	0.539	396.195	
0.511204	0.539	396.2	
0.610079	0.538	396.205	
0.759444	0.538	396.21	
0.622702	0.538	396.215	
0.416537	0.538	396.22	
0.54276	0.538	396.225	
0.738406	0.538	396.23	
0.65005	0.538	396.235	
0.504893	0.538	396.24	
0.664776	0.538	396.245	
0.8478	0.538	396.25	
0.729992	0.538	396.255	
0.530138	0.538	396.26	
0.572212	0.538	396.265	
0.711058	0.538	396.27	
0.595353	0.538	396.275	
0.431263	0.538	396.28	
0.553279	0.538	396.285	
0.761547	0.538	396.29	
0.704747	0.538	396.295	
0.55959	0.538	396.3	
0.63322	0.537	396.305	
0.742614	0.537	396.31	
0.57642	0.537	396.315	
0.382877	0.537	396.32	
0.511204	0.537	396.325	
0.721577	0.537	396.33	
0.629013	0.537	396.335	
0.506997	0.537	396.34	
0.647946	0.537	396.345	
0.816244	0.537	396.35	
0.694228	0.537	396.355	
0.517516	0.537	396.36	
0.582731	0.537	396.365	
0.702643	0.537	396.37	
0.59325	0.537	396.375	
0.458611	0.537	396.38	
0.563798	0.537	396.385	
0.759444	0.537	396.39	
0.702643	0.537	396.395	
0.551175	0.537	396.4	
0.614287	0.536	396.405	
0.717369	0.536	396.41	
0.557486	0.536	396.415	
0.384981	0.536	396.42	
0.509101	0.536	396.425	
0.721577	0.536	396.43	
0.639532	0.536	396.435	
0.538553	0.536	396.44	
0.647946	0.536	396.445	
0.797311	0.536	396.45	
0.660569	0.536	396.455	
0.479649	0.536	396.46	
0.565901	0.536	396.465	
0.719473	0.536	396.47	
0.647946	0.536	396.475	
0.506997	0.536	396.48	
0.631117	0.536	396.485	
0.776273	0.536	396.49	
0.654258	0.536	396.495	
0.462819	0.536	396.5	
0.538553	0.535	396.505	
0.66688	0.535	396.51	
0.546968	0.535	396.515	
0.424952	0.535	396.52	
0.605872	0.535	396.525	
0.812037	0.535	396.53	
0.738406	0.535	396.535	
0.589042	0.535	396.54	
0.681606	0.535	396.545	
0.778377	0.535	396.55	
0.629013	0.535	396.555	
0.431263	0.535	396.56	
0.546968	0.535	396.565	
0.704747	0.535	396.57	
0.647946	0.535	396.575	
0.530138	0.535	396.58	
0.652154	0.535	396.585	
0.797311	0.535	396.59	
0.660569	0.535	396.595	
0.48596	0.535	396.6	
0.561694	0.534	396.605	
0.66688	0.534	396.61	
0.530138	0.534	396.615	
0.429159	0.534	396.62	
0.626909	0.534	396.625	
0.826763	0.534	396.63	
0.68371	0.534	396.635	
0.498582	0.534	396.64	
0.610079	0.534	396.645	
0.738406	0.534	396.65	
0.595353	0.534	396.655	
0.450197	0.534	396.66	
0.578524	0.534	396.665	
0.782585	0.534	396.67	
0.690021	0.534	396.675	
0.561694	0.534	396.68	
0.664776	0.534	396.685	
0.782585	0.534	396.69	
0.629013	0.534	396.695	
0.450197	0.534	396.7	
0.511204	0.533	396.705	
0.652154	0.533	396.71	
0.54276	0.533	396.715	
0.410226	0.533	396.72	
0.624805	0.533	396.725	
0.833074	0.533	396.73	
0.681606	0.533	396.735	
0.494375	0.533	396.74	
0.595353	0.533	396.745	
0.751029	0.533	396.75	
0.605872	0.533	396.755	
0.462819	0.533	396.76	
0.645843	0.533	396.765	
0.835178	0.533	396.77	
0.732095	0.533	396.775	
0.551175	0.533	396.78	
0.624805	0.533	396.785	
0.734199	0.533	396.79	
0.584835	0.533	396.795	
0.410226	0.533	396.8	
0.521723	0.532	396.805	
0.727888	0.532	396.81	
0.584835	0.532	396.815	
0.464923	0.532	396.82	
0.660569	0.532	396.825	
0.868837	0.532	396.83	
0.708954	0.532	396.835	
0.509101	0.532	396.84	
0.641635	0.532	396.845	
0.793103	0.532	396.85	
0.641635	0.532	396.855	
0.46913	0.532	396.86	
0.639532	0.532	396.865	
0.807829	0.532	396.87	
0.679502	0.532	396.875	
0.490167	0.532	396.88	
0.589042	0.532	396.885	
0.732095	0.532	396.89	
0.574316	0.532	396.895	
0.406018	0.532	396.9	
0.55959	0.531	396.905	
0.755236	0.531	396.91	
0.610079	0.531	396.915	
0.437574	0.531	396.92	
0.605872	0.531	396.925	
0.793103	0.531	396.93	
0.656361	0.531	396.935	
0.454404	0.531	396.94	
0.580627	0.531	396.945	
0.780481	0.531	396.95	
0.652154	0.531	396.955	
0.483856	0.531	396.96	
0.631117	0.531	396.965	
0.805726	0.531	396.97	
0.662672	0.531	396.975	
0.454404	0.531	396.98	
0.565901	0.531	396.985	
0.74051	0.531	396.99	
0.618494	0.531	396.995	
0.458611	0.531	397	
0.603768	0.53	397.005	
0.797311	0.53	397.01	
0.645843	0.53	397.015	
0.445989	0.53	397.02	
0.574316	0.53	397.025	
0.751029	0.53	397.03	
0.599561	0.53	397.035	
0.414433	0.53	397.04	
0.57642	0.53	397.045	
0.803622	0.53	397.05	
0.715266	0.53	397.055	
0.517516	0.53	397.06	
0.599561	0.53	397.065	
0.74051	0.53	397.07	
0.57642	0.53	397.075	
0.368151	0.53	397.08	
0.492271	0.53	397.085	
0.732095	0.53	397.09	
0.685813	0.53	397.095	
0.546968	0.53	397.1	
0.645843	0.529	397.105	
0.788896	0.529	397.11	
0.603768	0.529	397.115	
0.370255	0.529	397.12	
0.490167	0.529	397.125	
0.687917	0.529	397.13	
0.618494	0.529	397.135	
0.477545	0.529	397.14	
0.660569	0.529	397.145	
0.873045	0.529	397.15	
0.746821	0.529	397.155	
0.513308	0.529	397.16	
0.568005	0.529	397.165	
0.700539	0.529	397.17	
0.565901	0.529	397.175	
0.372359	0.529	397.18	
0.498582	0.529	397.185	
0.748925	0.529	397.19	
0.734199	0.529	397.195	
0.565901	0.529	397.2	
0.63322	0.528	397.205	
0.753133	0.528	397.21	
0.595353	0.528	397.215	
0.36184	0.528	397.22	
0.471234	0.528	397.225	
0.685813	0.528	397.23	
0.629013	0.528	397.235	
0.504893	0.528	397.24	
0.631117	0.528	397.245	
0.820452	0.528	397.25	
0.698436	0.528	397.255	
0.473337	0.528	397.26	
0.513308	0.528	397.265	
0.66688	0.528	397.27	
0.599561	0.528	397.275	
0.441782	0.528	397.28	
0.563798	0.528	397.285	
0.805726	0.528	397.29	
0.751029	0.528	397.295	
0.563798	0.528	397.3	
0.55959	0.527	397.305	
0.658465	0.527	397.31	
0.504893	0.527	397.315	
0.309247	0.527	397.32	
0.46913	0.527	397.325	
0.729992	0.527	397.33	
0.700539	0.527	397.335	
0.595353	0.527	397.34	
0.696332	0.527	397.345	
0.841489	0.527	397.35	
0.681606	0.527	397.355	
0.4523	0.527	397.36	
0.498582	0.527	397.365	
0.660569	0.527	397.37	
0.603768	0.527	397.375	
0.48596	0.527	397.38	
0.616391	0.527	397.385	
0.801518	0.527	397.39	
0.72368	0.527	397.395	
0.494375	0.527	397.4	
0.517516	0.526	397.405	
0.622702	0.526	397.41	
0.492271	0.526	397.415	
0.370255	0.526	397.42	
0.563798	0.526	397.425	
0.833074	0.526	397.43	
0.767859	0.526	397.435	
0.584835	0.526	397.44	
0.65005	0.526	397.445	
0.744718	0.526	397.45	
0.589042	0.526	397.455	
0.408122	0.526	397.46	
0.50279	0.526	397.465	
0.700539	0.526	397.47	
0.656361	0.526	397.475	
0.540657	0.526	397.48	
0.645843	0.526	397.485	
0.763651	0.526	397.49	
0.639532	0.526	397.495	
0.4523	0.526	397.5	
0.511204	0.525	397.505	
0.629013	0.525	397.51	
0.534345	0.525	397.515	
0.431263	0.525	397.52	
0.641635	0.525	397.525	
0.849904	0.525	397.53	
0.74051	0.525	397.535	
0.561694	0.525	397.54	
0.595353	0.525	397.545	
0.698436	0.525	397.55	
0.57642	0.525	397.555	
0.429159	0.525	397.56	
0.59325	0.525	397.565	
0.782585	0.525	397.57	
0.711058	0.525	397.575	
0.553279	0.525	397.58	
0.607976	0.525	397.585	
0.675295	0.525	397.59	
0.540657	0.525	397.595	
0.391292	0.525	397.6	
0.515412	0.524	397.605	
0.681606	0.524	397.61	
0.624805	0.524	397.615	
0.54276	0.524	397.62	
0.68371	0.524	397.625	
0.824659	0.524	397.63	
0.664776	0.524	397.635	
0.504893	0.524	397.64	
0.610079	0.524	397.645	
0.75734	0.524	397.65	
0.652154	0.524	397.655	
0.574316	0.524	397.66	
0.748925	0.524	397.665	
0.891978	0.524	397.67	
0.698436	0.524	397.675	
0.427056	0.524	397.68	
0.397603	0.524	397.685	
0.443885	0.524	397.69	
0.34501	0.524	397.695	
0.321869	0.524	397.7	
0.570109	0.523	397.705	
0.839385	0.523	397.71	
0.761547	0.523	397.715	
0.616391	0.523	397.72	
0.645843	0.523	397.725	
0.662672	0.523	397.73	
0.4523	0.523	397.735	
0.309247	0.523	397.74	
0.50279	0.523	397.745	
0.769962	0.523	397.75	
0.74051	0.523	397.755	
0.645843	0.523	397.76	
0.742614	0.523	397.765	
0.812037	0.523	397.77	
0.589042	0.523	397.775	
0.370255	0.523	397.78	
0.464923	0.523	397.785	
0.629013	0.523	397.79	
0.57642	0.523	397.795	
0.515412	0.523	397.8	
0.687917	0.522	397.805	
0.816244	0.522	397.81	
0.641635	0.522	397.815	
0.422848	0.522	397.82	
0.536449	0.522	397.825	
0.668984	0.522	397.83	
0.55959	0.522	397.835	
0.4523	0.522	397.84	
0.647946	0.522	397.845	
0.828866	0.522	397.85	
0.675295	0.522	397.855	
0.509101	0.522	397.86	
0.610079	0.522	397.865	
0.685813	0.522	397.87	
0.513308	0.522	397.875	
0.384981	0.522	397.88	
0.551175	0.522	397.885	
0.738406	0.522	397.89	
0.662672	0.522	397.895	
0.538553	0.522	397.9	
0.677399	0.521	397.905	
0.776273	0.521	397.91	
0.57642	0.521	397.915	
0.389189	0.521	397.92	
0.565901	0.521	397.925	
0.765755	0.521	397.93	
0.635324	0.521	397.935	
0.50279	0.521	397.94	
0.656361	0.521	397.945	
0.795207	0.521	397.95	
0.616391	0.521	397.955	
0.418641	0.521	397.96	
0.561694	0.521	397.965	
0.717369	0.521	397.97	
0.589042	0.521	397.975	
0.462819	0.521	397.98	
0.65005	0.521	397.985	
0.83097	0.521	397.99	
0.679502	0.521	397.995	
0.496478	0.521	398	
0.580627	0.52	398.005	
0.698436	0.52	398.01	
0.506997	0.52	398.015	
0.37867	0.52	398.02	
0.601665	0.52	398.025	
0.824659	0.52	398.03	
0.658465	0.52	398.035	
0.475441	0.52	398.04	
0.624805	0.52	398.045	
0.765755	0.52	398.05	
0.57642	0.52	398.055	
0.359736	0.52	398.06	
0.536449	0.52	398.065	
0.746821	0.52	398.07	
0.641635	0.52	398.075	
0.483856	0.52	398.08	
0.624805	0.52	398.085	
0.784688	0.52	398.09	
0.624805	0.52	398.095	
0.401811	0.52	398.1	
0.500686	0.519	398.105	
0.673191	0.519	398.11	
0.525931	0.519	398.115	
0.380774	0.519	398.12	
0.626909	0.519	398.125	
0.854111	0.519	398.13	
0.671087	0.519	398.135	
0.439678	0.519	398.14	
0.599561	0.519	398.145	
0.780481	0.519	398.15	
0.614287	0.519	398.155	
0.410226	0.519	398.16	
0.563798	0.519	398.165	
0.763651	0.519	398.17	
0.618494	0.519	398.175	
0.414433	0.519	398.18	
0.555383	0.519	398.185	
0.759444	0.519	398.19	
0.626909	0.519	398.195	
0.454404	0.519	398.2	
0.572212	0.518	398.205	
0.763651	0.518	398.21	
0.607976	0.518	398.215	
0.427056	0.518	398.22	
0.582731	0.518	398.225	
0.797311	0.518	398.23	
0.620598	0.518	398.235	
0.382877	0.518	398.24	
0.521723	0.518	398.245	
0.759444	0.518	398.25	
0.654258	0.518	398.255	
0.460715	0.518	398.26	
0.591146	0.518	398.265	
0.786792	0.518	398.27	
0.624805	0.518	398.275	
0.391292	0.518	398.28	
0.494375	0.518	398.285	
0.711058	0.518	398.29	
0.624805	0.518	398.295	
0.46913	0.518	398.3	
0.601665	0.517	398.305	
0.784688	0.517	398.31	
0.607976	0.517	398.315	
0.399707	0.517	398.32	
0.532242	0.517	398.325	
0.753133	0.517	398.33	
0.65005	0.517	398.335	
0.481752	0.517	398.34	
0.635324	0.517	398.345	
0.835178	0.517	398.35	
0.690021	0.517	398.355	
0.462819	0.517	398.36	
0.515412	0.517	398.365	
0.681606	0.517	398.37	
0.546968	0.517	398.375	
0.380774	0.517	398.38	
0.521723	0.517	398.385	
0.77417	0.517	398.39	
0.719473	0.517	398.395	
0.553279	0.517	398.4	
0.626909	0.516	398.405	
0.780481	0.516	398.41	
0.601665	0.516	398.415	
0.376566	0.516	398.42	
0.488064	0.516	398.425	
0.706851	0.516	398.43	
0.656361	0.516	398.435	
0.50279	0.516	398.44	
0.618494	0.516	398.445	
0.776273	0.516	398.45	
0.664776	0.516	398.455	
0.431263	0.516	398.46	
0.498582	0.516	398.465	
0.677399	0.516	398.47	
0.629013	0.516	398.475	
0.506997	0.516	398.48	
0.63322	0.516	398.485	
0.820452	0.516	398.49	
0.732095	0.516	398.495	
0.536449	0.516	398.5	
0.55959	0.515	398.505	
0.662672	0.515	398.51	
0.530138	0.515	398.515	
0.355529	0.515	398.52	
0.490167	0.515	398.525	
0.702643	0.515	398.53	
0.662672	0.515	398.535	
0.506997	0.515	398.54	
0.624805	0.515	398.545	
0.778377	0.515	398.55	
0.677399	0.515	398.555	
0.494375	0.515	398.56	
0.555383	0.515	398.565	
0.696332	0.515	398.57	
0.622702	0.515	398.575	
0.477545	0.515	398.58	
0.584835	0.515	398.585	
0.746821	0.515	398.59	
0.66688	0.515	398.595	
0.513308	0.515	398.6	
0.561694	0.514	398.605	
0.660569	0.514	398.61	
0.553279	0.514	398.615	
0.424952	0.514	398.62	
0.595353	0.514	398.625	
0.786792	0.514	398.63	
0.711058	0.514	398.635	
0.530138	0.514	398.64	
0.595353	0.514	398.645	
0.677399	0.514	398.65	
0.538553	0.514	398.655	
0.406018	0.514	398.66	
0.528034	0.514	398.665	
0.698436	0.514	398.67	
0.631117	0.514	398.675	
0.528034	0.514	398.68	
0.616391	0.514	398.685	
0.744718	0.514	398.69	
0.65005	0.514	398.695	
0.500686	0.514	398.7	
0.565901	0.513	398.705	
0.687917	0.513	398.71	
0.57642	0.513	398.715	
0.46913	0.513	398.72	
0.635324	0.513	398.725	
0.780481	0.513	398.73	
0.65005	0.513	398.735	
0.454404	0.513	398.74	
0.54276	0.513	398.745	
0.652154	0.513	398.75	
0.530138	0.513	398.755	
0.445989	0.513	398.76	
0.629013	0.513	398.765	
0.828866	0.513	398.77	
0.717369	0.513	398.775	
0.568005	0.513	398.78	
0.658465	0.513	398.785	
0.725784	0.513	398.79	
0.578524	0.513	398.795	
0.443885	0.513	398.8	
0.582731	0.512	398.805	
0.734199	0.512	398.81	
0.589042	0.512	398.815	
0.448093	0.512	398.82	
0.580627	0.512	398.825	
0.713162	0.512	398.83	
0.538553	0.512	398.835	
0.37867	0.512	398.84	
0.528034	0.512	398.845	
0.694228	0.512	398.85	
0.612183	0.512	398.855	
0.498582	0.512	398.86	
0.66688	0.512	398.865	
0.795207	0.512	398.87	
0.641635	0.512	398.875	
0.464923	0.512	398.88	
0.584835	0.512	398.885	
0.706851	0.512	398.89	
0.589042	0.512	398.895	
0.475441	0.512	398.9	
0.63322	0.511	398.905	
0.782585	0.511	398.91	
0.605872	0.511	398.915	
0.433367	0.511	398.92	
0.582731	0.511	398.925	
0.719473	0.511	398.93	
0.553279	0.511	398.935	
0.389189	0.511	398.94	
0.582731	0.511	398.945	
0.75734	0.511	398.95	
0.624805	0.511	398.955	
0.509101	0.511	398.96	
0.656361	0.511	398.965	
0.801518	0.511	398.97	
0.612183	0.511	398.975	
0.431263	0.511	398.98	
0.55959	0.511	398.985	
0.715266	0.511	398.99	
0.597457	0.511	398.995	
0.492271	0.511	399	
0.637428	0.51	399.005	
0.75734	0.51	399.01	
0.572212	0.51	399.015	
0.36184	0.51	399.02	
0.492271	0.51	399.025	
0.675295	0.51	399.03	
0.532242	0.51	399.035	
0.403915	0.51	399.04	
0.624805	0.51	399.045	
0.839385	0.51	399.05	
0.694228	0.51	399.055	
0.519619	0.51	399.06	
0.624805	0.51	399.065	
0.763651	0.51	399.07	
0.574316	0.51	399.075	
0.384981	0.51	399.08	
0.538553	0.51	399.085	
0.72368	0.51	399.09	
0.614287	0.51	399.095	
0.473337	0.51	399.1	
0.607976	0.509	399.105	
0.732095	0.509	399.11	
0.525931	0.509	399.115	
0.336596	0.509	399.12	
0.498582	0.509	399.125	
0.700539	0.509	399.13	
0.589042	0.509	399.135	
0.494375	0.509	399.14	
0.677399	0.509	399.145	
0.8478	0.509	399.15	
0.65005	0.509	399.155	
0.393396	0.509	399.16	
0.490167	0.509	399.165	
0.660569	0.509	399.17	
0.538553	0.509	399.175	
0.41233	0.509	399.18	
0.59325	0.509	399.185	
0.803622	0.509	399.19	
0.719473	0.509	399.195	
0.530138	0.509	399.2	
0.599561	0.508	399.205	
0.727888	0.508	399.21	
0.551175	0.508	399.215	
0.353425	0.508	399.22	
0.521723	0.508	399.225	
0.738406	0.508	399.23	
0.645843	0.508	399.235	
0.46913	0.508	399.24	
0.586938	0.508	399.245	
0.748925	0.508	399.25	
0.595353	0.508	399.255	
0.372359	0.508	399.26	
0.48596	0.508	399.265	
0.692125	0.508	399.27	
0.622702	0.508	399.275	
0.50279	0.508	399.28	
0.671087	0.508	399.285	
0.839385	0.508	399.29	
0.706851	0.508	399.295	
0.479649	0.508	399.3	
0.506997	0.507	399.305	
0.654258	0.507	399.31	
0.534345	0.507	399.315	
0.359736	0.507	399.32	
0.580627	0.507	399.325	
0.839385	0.507	399.33	
0.717369	0.507	399.335	
0.490167	0.507	399.34	
0.546968	0.507	399.345	
0.696332	0.507	399.35	
0.555383	0.507	399.355	
0.37867	0.507	399.36	
0.519619	0.507	399.365	
0.765755	0.507	399.37	
0.68371	0.507	399.375	
0.523827	0.507	399.38	
0.618494	0.507	399.385	
0.767859	0.507	399.39	
0.610079	0.507	399.395	
0.401811	0.507	399.4	
0.488064	0.506	399.405	
0.668984	0.506	399.41	
0.551175	0.506	399.415	
0.393396	0.506	399.42	
0.563798	0.506	399.425	
0.795207	0.506	399.43	
0.63322	0.506	399.435	
0.410226	0.506	399.44	
0.506997	0.506	399.445	
0.694228	0.506	399.45	
0.599561	0.506	399.455	
0.462819	0.506	399.46	
0.605872	0.506	399.465	
0.803622	0.506	399.47	
0.706851	0.506	399.475	
0.479649	0.506	399.48	
0.546968	0.506	399.485	
0.692125	0.506	399.49	
0.59325	0.506	399.495	
0.433367	0.506	399.5	
0.540657	0.505	399.505	
0.72368	0.505	399.51	
0.605872	0.505	399.515	
0.422848	0.505	399.52	
0.557486	0.505	399.525	
0.725784	0.505	399.53	
0.59325	0.505	399.535	
0.416537	0.505	399.54	
0.538553	0.505	399.545	
0.751029	0.505	399.55	
0.671087	0.505	399.555	
0.500686	0.505	399.56	
0.620598	0.505	399.565	
0.782585	0.505	399.57	
0.656361	0.505	399.575	
0.427056	0.505	399.58	
0.513308	0.505	399.585	
0.696332	0.505	399.59	
0.616391	0.505	399.595	
0.473337	0.505	399.6	
0.565901	0.504	399.605	
0.72368	0.504	399.61	
0.59325	0.504	399.615	
0.408122	0.504	399.62	
0.504893	0.504	399.625	
0.692125	0.504	399.63	
0.603768	0.504	399.635	
0.458611	0.504	399.64	
0.605872	0.504	399.645	
0.790999	0.504	399.65	
0.660569	0.504	399.655	
0.467026	0.504	399.66	
0.534345	0.504	399.665	
0.68371	0.504	399.67	
0.586938	0.504	399.675	
0.437574	0.504	399.68	
0.565901	0.504	399.685	
0.738406	0.504	399.69	
0.673191	0.504	399.695	
0.506997	0.504	399.7	
0.568005	0.503	399.705	
0.704747	0.503	399.71	
0.586938	0.503	399.715	
0.427056	0.503	399.72	
0.546968	0.503	399.725	
0.732095	0.503	399.73	
0.626909	0.503	399.735	
0.48596	0.503	399.74	
0.57642	0.503	399.745	
0.72368	0.503	399.75	
0.610079	0.503	399.755	
0.43547	0.503	399.76	
0.525931	0.503	399.765	
0.673191	0.503	399.77	
0.59325	0.503	399.775	
0.46913	0.503	399.78	
0.589042	0.503	399.785	
0.748925	0.503	399.79	
0.643739	0.503	399.795	
0.506997	0.503	399.8	
0.580627	0.502	399.805	
0.679502	0.502	399.81	
0.530138	0.502	399.815	
0.391292	0.502	399.82	
0.532242	0.502	399.825	
0.704747	0.502	399.83	
0.622702	0.502	399.835	
0.483856	0.502	399.84	
0.607976	0.502	399.845	
0.736303	0.502	399.85	
0.607976	0.502	399.855	
0.454404	0.502	399.86	
0.55959	0.502	399.865	
0.694228	0.502	399.87	
0.572212	0.502	399.875	
0.475441	0.502	399.88	
0.603768	0.502	399.885	
0.738406	0.502	399.89	
0.607976	0.502	399.895	
0.467026	0.502	399.9	
0.551175	0.501	399.905	
0.664776	0.501	399.91	
0.536449	0.501	399.915	
0.393396	0.501	399.92	
