gelB_I_2_5mm8	gelB_I_2_5mm8	gelB_I_2_5mm8	
-0.10729	0.128	437.245	
0.0568005	0.128	437.25	
-0.0231409	0.128	437.255	
-0.172505	0.128	437.26	
-0.0504893	0.128	437.265	
0.130431	0.128	437.27	
0.0652154	0.128	437.275	
-0.130431	0.128	437.28	
-0.0967712	0.128	437.285	
0.0336596	0.128	437.29	
-0.0315558	0.128	437.295	
-0.189335	0.128	437.3	
-0.115705	0.127	437.305	
0.0315558	0.127	437.31	
-0.0483856	0.127	437.315	
-0.19775	0.127	437.32	
-0.0778377	0.127	437.325	
0.0925638	0.127	437.33	
-0.00210372	0.127	437.335	
-0.176713	0.127	437.34	
-0.0820452	0.127	437.345	
0.0946675	0.127	437.35	
0.0483856	0.127	437.355	
-0.117808	0.127	437.36	
-0.0399707	0.127	437.365	
0.0988749	0.127	437.37	
0.00420744	0.127	437.375	
-0.161987	0.127	437.38	
-0.115705	0.127	437.385	
0.0336596	0.127	437.39	
-0.0273484	0.127	437.395	
-0.159883	0.127	437.4	
-0.0652154	0.126	437.405	
0.0736303	0.126	437.41	
-0.0546968	0.126	437.415	
-0.201957	0.126	437.42	
-0.0883563	0.126	437.425	
0.0694228	0.126	437.43	
-0.0420744	0.126	437.435	
-0.149364	0.126	437.44	
-0.0504893	0.126	437.445	
0.0925638	0.126	437.45	
0.0105186	0.126	437.455	
-0.132534	0.126	437.46	
-0.0610079	0.126	437.465	
0.0736303	0.126	437.47	
-0.0525931	0.126	437.475	
-0.208268	0.126	437.48	
-0.115705	0.126	437.485	
0.037867	0.126	437.49	
-0.037867	0.126	437.495	
-0.143053	0.126	437.5	
-0.0315558	0.125	437.505	
0.075734	0.125	437.51	
-0.0462819	0.125	437.515	
-0.210372	0.125	437.52	
-0.09046	0.125	437.525	
0.0673191	0.125	437.53	
-0.0525931	0.125	437.535	
-0.166194	0.125	437.54	
-0.0189335	0.125	437.545	
0.134638	0.125	437.55	
0.0252447	0.125	437.555	
-0.140949	0.125	437.56	
-0.0862526	0.125	437.565	
0.0315558	0.125	437.57	
-0.0841489	0.125	437.575	
-0.193542	0.125	437.58	
-0.0715266	0.125	437.585	
0.0967712	0.125	437.59	
0	0.125	437.595	
-0.111497	0.125	437.6	
-0.0336596	0.124	437.605	
0.0568005	0.124	437.61	
-0.109394	0.124	437.615	
-0.25455	0.124	437.62	
-0.113601	0.124	437.625	
0.0441782	0.124	437.63	
-0.0694228	0.124	437.635	
-0.166194	0.124	437.64	
0.00210372	0.124	437.645	
0.147261	0.124	437.65	
0.00841489	0.124	437.655	
-0.149364	0.124	437.66	
-0.0357633	0.124	437.665	
0.0715266	0.124	437.67	
-0.0568005	0.124	437.675	
-0.183024	0.124	437.68	
-0.0357633	0.124	437.685	
0.119912	0.124	437.69	
-0.037867	0.124	437.695	
-0.19775	0.124	437.7	
-0.0841489	0.123	437.705	
0.037867	0.123	437.71	
-0.138846	0.123	437.715	
-0.27138	0.123	437.72	
-0.0673191	0.123	437.725	
0.138846	0.123	437.73	
0.0210372	0.123	437.735	
-0.145157	0.123	437.74	
0.0126223	0.123	437.745	
0.161987	0.123	437.75	
0.00420744	0.123	437.755	
-0.201957	0.123	437.76	
-0.075734	0.123	437.765	
0.100979	0.123	437.77	
-0.0399707	0.123	437.775	
-0.222995	0.123	437.78	
-0.09046	0.123	437.785	
0.0841489	0.123	437.79	
-0.0189335	0.123	437.795	
-0.195646	0.123	437.8	
-0.09046	0.122	437.805	
0.0694228	0.122	437.81	
-0.0652154	0.122	437.815	
-0.212476	0.122	437.82	
-0.0399707	0.122	437.825	
0.166194	0.122	437.83	
0.0589042	0.122	437.835	
-0.151468	0.122	437.84	
-0.0589042	0.122	437.845	
0.0736303	0.122	437.85	
-0.0694228	0.122	437.855	
-0.256654	0.122	437.86	
-0.134638	0.122	437.865	
0.0610079	0.122	437.87	
-0.00420744	0.122	437.875	
-0.159883	0.122	437.88	
-0.0399707	0.122	437.885	
0.113601	0.122	437.89	
0.00841489	0.122	437.895	
-0.172505	0.122	437.9	
-0.0862526	0.121	437.905	
0.0546968	0.121	437.91	
-0.0841489	0.121	437.915	
-0.21458	0.121	437.92	
-0.0315558	0.121	437.925	
0.161987	0.121	437.93	
0.0126223	0.121	437.935	
-0.193542	0.121	437.94	
-0.0568005	0.121	437.945	
0.0967712	0.121	437.95	
-0.0420744	0.121	437.955	
-0.193542	0.121	437.96	
-0.0399707	0.121	437.965	
0.145157	0.121	437.97	
0.0189335	0.121	437.975	
-0.178816	0.121	437.98	
-0.075734	0.121	437.985	
0.09046	0.121	437.99	
-0.0462819	0.121	437.995	
-0.237721	0.121	438	
-0.0946675	0.12	438.005	
0.100979	0.12	438.01	
-0.0252447	0.12	438.015	
-0.222995	0.12	438.02	
-0.0820452	0.12	438.025	
0.138846	0.12	438.03	
-0.0252447	0.12	438.035	
-0.258758	0.12	438.04	
-0.12412	0.12	438.045	
0.134638	0.12	438.05	
0.0568005	0.12	438.055	
-0.149364	0.12	438.06	
-0.0420744	0.12	438.065	
0.159883	0.12	438.07	
0.0105186	0.12	438.075	
-0.273484	0.12	438.08	
-0.222995	0.12	438.085	
-0.0168298	0.12	438.09	
-0.0546968	0.12	438.095	
-0.216683	0.12	438.1	
-0.0715266	0.119	438.105	
0.138846	0.119	438.11	
0.0462819	0.119	438.115	
-0.18092	0.119	438.12	
-0.0799414	0.119	438.125	
0.105186	0.119	438.13	
-0.0336596	0.119	438.135	
-0.237721	0.119	438.14	
-0.0778377	0.119	438.145	
0.170401	0.119	438.15	
0.0925638	0.119	438.155	
-0.12412	0.119	438.16	
-0.0631117	0.119	438.165	
0.0967712	0.119	438.17	
-0.0546968	0.119	438.175	
-0.273484	0.119	438.18	
-0.172505	0.119	438.185	
0.0799414	0.119	438.19	
0.0294521	0.119	438.195	
-0.132534	0.119	438.2	
-0.037867	0.118	438.205	
0.126223	0.118	438.21	
-0.0273484	0.118	438.215	
-0.260862	0.118	438.22	
-0.168298	0.118	438.225	
0.0694228	0.118	438.23	
0.00631117	0.118	438.235	
-0.153572	0.118	438.24	
-0.0420744	0.118	438.245	
0.176713	0.118	438.25	
0.0715266	0.118	438.255	
-0.176713	0.118	438.26	
-0.149364	0.118	438.265	
0.0294521	0.118	438.27	
-0.0336596	0.118	438.275	
-0.212476	0.118	438.28	
-0.113601	0.118	438.285	
0.0967712	0.118	438.29	
0.0568005	0.118	438.295	
-0.12412	0.118	438.3	
-0.113601	0.117	438.305	
0.0273484	0.117	438.31	
-0.075734	0.117	438.315	
-0.256654	0.117	438.32	
-0.147261	0.117	438.325	
0.0820452	0.117	438.33	
0.0483856	0.117	438.335	
-0.10729	0.117	438.34	
-0.0357633	0.117	438.345	
0.115705	0.117	438.35	
0.00210372	0.117	438.355	
-0.204061	0.117	438.36	
-0.170401	0.117	438.365	
-0.00210372	0.117	438.37	
-0.037867	0.117	438.375	
-0.149364	0.117	438.38	
-0.0736303	0.117	438.385	
0.100979	0.117	438.39	
0.0126223	0.117	438.395	
-0.16409	0.117	438.4	
-0.126223	0.116	438.405	
0.0357633	0.116	438.41	
-0.0441782	0.116	438.415	
-0.195646	0.116	438.42	
-0.0673191	0.116	438.425	
0.109394	0.116	438.43	
0.0315558	0.116	438.435	
-0.143053	0.116	438.44	
-0.0862526	0.116	438.445	
0.0568005	0.116	438.45	
-0.0168298	0.116	438.455	
-0.187231	0.116	438.46	
-0.109394	0.116	438.465	
0.0715266	0.116	438.47	
0.0315558	0.116	438.475	
-0.109394	0.116	438.48	
-0.0610079	0.116	438.485	
0.0420744	0.116	438.49	
-0.0420744	0.116	438.495	
-0.204061	0.116	438.5	
-0.136742	0.115	438.505	
0.0189335	0.115	438.51	
-0.0631117	0.115	438.515	
-0.174609	0.115	438.52	
-0.0673191	0.115	438.525	
0.0925638	0.115	438.53	
-0.0126223	0.115	438.535	
-0.147261	0.115	438.54	
-0.0799414	0.115	438.545	
0.0694228	0.115	438.55	
-0.0168298	0.115	438.555	
-0.143053	0.115	438.56	
-0.0504893	0.115	438.565	
0.0946675	0.115	438.57	
0.0168298	0.115	438.575	
-0.151468	0.115	438.58	
-0.103082	0.115	438.585	
0.0231409	0.115	438.59	
-0.0504893	0.115	438.595	
-0.195646	0.115	438.6	
-0.119912	0.114	438.605	
0.0126223	0.114	438.61	
-0.0546968	0.114	438.615	
-0.199854	0.114	438.62	
-0.0778377	0.114	438.625	
0.0862526	0.114	438.63	
-0.00420744	0.114	438.635	
-0.159883	0.114	438.64	
-0.0483856	0.114	438.645	
0.09046	0.114	438.65	
0	0.114	438.655	
-0.119912	0.114	438.66	
-0.037867	0.114	438.665	
0.0715266	0.114	438.67	
-0.0631117	0.114	438.675	
-0.208268	0.114	438.68	
-0.151468	0.114	438.685	
0.00631117	0.114	438.69	
-0.0694228	0.114	438.695	
-0.153572	0.114	438.7	
-0.0610079	0.113	438.705	
0.0736303	0.113	438.71	
-0.0715266	0.113	438.715	
-0.225098	0.113	438.72	
-0.0883563	0.113	438.725	
0.0820452	0.113	438.73	
-0.0357633	0.113	438.735	
-0.168298	0.113	438.74	
-0.0504893	0.113	438.745	
0.103082	0.113	438.75	
-0.00210372	0.113	438.755	
-0.170401	0.113	438.76	
-0.075734	0.113	438.765	
0.0610079	0.113	438.77	
-0.0610079	0.113	438.775	
-0.19775	0.113	438.78	
-0.0925638	0.113	438.785	
0.0715266	0.113	438.79	
-0.0231409	0.113	438.795	
-0.132534	0.113	438.8	
-0.0231409	0.112	438.805	
0.0841489	0.112	438.81	
-0.0778377	0.112	438.815	
-0.267173	0.112	438.82	
-0.117808	0.112	438.825	
0.0336596	0.112	438.83	
-0.0778377	0.112	438.835	
-0.19775	0.112	438.84	
-0.0147261	0.112	438.845	
0.178816	0.112	438.85	
0.0441782	0.112	438.855	
-0.132534	0.112	438.86	
-0.0504893	0.112	438.865	
0.0694228	0.112	438.87	
-0.0883563	0.112	438.875	
-0.250343	0.112	438.88	
-0.10729	0.112	438.885	
0.0883563	0.112	438.89	
0.0294521	0.112	438.895	
-0.130431	0.112	438.9	
-0.00841489	0.111	438.905	
0.09046	0.111	438.91	
-0.115705	0.111	438.915	
-0.319766	0.111	438.92	
-0.161987	0.111	438.925	
0.0357633	0.111	438.93	
-0.0525931	0.111	438.935	
-0.145157	0.111	438.94	
0.0483856	0.111	438.945	
0.21458	0.111	438.95	
0.0252447	0.111	438.955	
-0.189335	0.111	438.96	
-0.105186	0.111	438.965	
0.0336596	0.111	438.97	
-0.0841489	0.111	438.975	
-0.195646	0.111	438.98	
0.00420744	0.111	438.985	
0.187231	0.111	438.99	
0.0610079	0.111	438.995	
-0.166194	0.111	439	
-0.0967712	0.11	439.005	
-0.00631117	0.11	439.01	
-0.174609	0.11	439.015	
-0.347114	0.11	439.02	
-0.126223	0.11	439.025	
0.140949	0.11	439.03	
0.0546968	0.11	439.035	
-0.111497	0.11	439.04	
0.0336596	0.11	439.045	
0.195646	0.11	439.05	
-0.00631117	0.11	439.055	
-0.239824	0.11	439.06	
-0.128327	0.11	439.065	
0.0841489	0.11	439.07	
-0.0126223	0.11	439.075	
-0.172505	0.11	439.08	
-0.0273484	0.11	439.085	
0.126223	0.11	439.09	
-0.0210372	0.11	439.095	
-0.269276	0.11	439.1	
-0.170401	0.109	439.105	
-0.00631117	0.109	439.11	
-0.105186	0.109	439.115	
-0.260862	0.109	439.12	
-0.0610079	0.109	439.125	
0.19775	0.109	439.13	
0.105186	0.109	439.135	
-0.132534	0.109	439.14	
-0.0336596	0.109	439.145	
0.113601	0.109	439.15	
-0.0273484	0.109	439.155	
-0.244032	0.109	439.16	
-0.130431	0.109	439.165	
0.0862526	0.109	439.17	
0.0273484	0.109	439.175	
-0.155675	0.109	439.18	
-0.0799414	0.109	439.185	
0.0483856	0.109	439.19	
-0.0820452	0.109	439.195	
-0.275588	0.109	439.2	
-0.185128	0.108	439.205	
0.037867	0.108	439.21	
-0.00420744	0.108	439.215	
-0.147261	0.108	439.22	
0.00420744	0.108	439.225	
0.183024	0.108	439.23	
0.0315558	0.108	439.235	
-0.204061	0.108	439.24	
-0.153572	0.108	439.245	
0.0315558	0.108	439.25	
-0.0420744	0.108	439.255	
-0.201957	0.108	439.26	
-0.0504893	0.108	439.265	
0.149364	0.108	439.27	
0.0525931	0.108	439.275	
-0.166194	0.108	439.28	
-0.157779	0.108	439.285	
0.0147261	0.108	439.29	
-0.0883563	0.108	439.295	
-0.241928	0.108	439.3	
-0.0988749	0.107	439.305	
0.130431	0.107	439.31	
0.0546968	0.107	439.315	
-0.149364	0.107	439.32	
-0.0357633	0.107	439.325	
0.119912	0.107	439.33	
-0.0441782	0.107	439.335	
-0.269276	0.107	439.34	
-0.16409	0.107	439.345	
0.0820452	0.107	439.35	
0.0525931	0.107	439.355	
-0.100979	0.107	439.36	
-0.0147261	0.107	439.365	
0.149364	0.107	439.37	
0.0231409	0.107	439.375	
-0.212476	0.107	439.38	
-0.18092	0.107	439.385	
0.0105186	0.107	439.39	
-0.0126223	0.107	439.395	
-0.153572	0.107	439.4	
-0.0336596	0.106	439.405	
0.130431	0.106	439.41	
0.00210372	0.106	439.415	
-0.21458	0.106	439.42	
-0.122016	0.106	439.425	
0.0799414	0.106	439.43	
0.00631117	0.106	439.435	
-0.166194	0.106	439.44	
-0.0399707	0.106	439.445	
0.149364	0.106	439.45	
0.0483856	0.106	439.455	
-0.145157	0.106	439.46	
-0.100979	0.106	439.465	
0.0589042	0.106	439.47	
-0.0294521	0.106	439.475	
-0.216683	0.106	439.48	
-0.134638	0.106	439.485	
0.0483856	0.106	439.49	
0.0126223	0.106	439.495	
-0.153572	0.106	439.5	
-0.075734	0.105	439.505	
0.0925638	0.105	439.51	
-0.037867	0.105	439.515	
-0.216683	0.105	439.52	
-0.0967712	0.105	439.525	
0.0778377	0.105	439.53	
-0.00631117	0.105	439.535	
-0.157779	0.105	439.54	
-0.0273484	0.105	439.545	
0.132534	0.105	439.55	
0.0168298	0.105	439.555	
-0.195646	0.105	439.56	
-0.109394	0.105	439.565	
0.0294521	0.105	439.57	
-0.0546968	0.105	439.575	
-0.225098	0.105	439.58	
-0.109394	0.105	439.585	
0.0883563	0.105	439.59	
0.0210372	0.105	439.595	
-0.134638	0.105	439.6	
-0.0610079	0.104	439.605	
0.0820452	0.104	439.61	
-0.0610079	0.104	439.615	
-0.229306	0.104	439.62	
-0.117808	0.104	439.625	
0.0799414	0.104	439.63	
0.0357633	0.104	439.635	
-0.109394	0.104	439.64	
0.0126223	0.104	439.645	
0.151468	0.104	439.65	
0.0189335	0.104	439.655	
-0.204061	0.104	439.66	
-0.149364	0.104	439.665	
0.00210372	0.104	439.67	
-0.0504893	0.104	439.675	
-0.170401	0.104	439.68	
-0.037867	0.104	439.685	
0.113601	0.104	439.69	
-0.00210372	0.104	439.695	
-0.18092	0.104	439.7	
-0.126223	0.103	439.705	
0.0105186	0.103	439.71	
-0.100979	0.103	439.715	
-0.201957	0.103	439.72	
-0.0210372	0.103	439.725	
0.168298	0.103	439.73	
0.0504893	0.103	439.735	
-0.153572	0.103	439.74	
-0.0736303	0.103	439.745	
0.0652154	0.103	439.75	
-0.0210372	0.103	439.755	
-0.178816	0.103	439.76	
-0.0420744	0.103	439.765	
0.103082	0.103	439.77	
0.0168298	0.103	439.775	
-0.143053	0.103	439.78	
-0.0715266	0.103	439.785	
0.0610079	0.103	439.79	
-0.0441782	0.103	439.795	
-0.170401	0.103	439.8	
-0.0631117	0.102	439.805	
0.09046	0.102	439.81	
-0.0483856	0.102	439.815	
-0.199854	0.102	439.82	
-0.0778377	0.102	439.825	
0.119912	0.102	439.83	
-0.0105186	0.102	439.835	
-0.159883	0.102	439.84	
-0.0189335	0.102	439.845	
0.136742	0.102	439.85	
0.0105186	0.102	439.855	
-0.176713	0.102	439.86	
-0.0778377	0.102	439.865	
0.09046	0.102	439.87	
-0.037867	0.102	439.875	
-0.189335	0.102	439.88	
-0.0862526	0.102	439.885	
0.0589042	0.102	439.89	
-0.0652154	0.102	439.895	
-0.225098	0.102	439.9	
-0.130431	0.101	439.905	
0.0399707	0.101	439.91	
-0.0105186	0.101	439.915	
-0.149364	0.101	439.92	
0.0336596	0.101	439.925	
0.189335	0.101	439.93	
0.0168298	0.101	439.935	
-0.206165	0.101	439.94	
-0.115705	0.101	439.945	
0.0252447	0.101	439.95	
-0.0862526	0.101	439.955	
-0.220891	0.101	439.96	
-0.0715266	0.101	439.965	
0.115705	0.101	439.97	
0.0105186	0.101	439.975	
-0.195646	0.101	439.98	
-0.128327	0.101	439.985	
0.0273484	0.101	439.99	
-0.0652154	0.101	439.995	
-0.206165	0.101	440	
-0.037867	0.1	440.005	
0.16409	0.1	440.01	
0.0568005	0.1	440.015	
-0.134638	0.1	440.02	
-0.0336596	0.1	440.025	
0.103082	0.1	440.03	
-0.0820452	0.1	440.035	
-0.27138	0.1	440.04	
-0.113601	0.1	440.045	
0.130431	0.1	440.05	
0.0420744	0.1	440.055	
-0.132534	0.1	440.06	
-0.0483856	0.1	440.065	
0.09046	0.1	440.07	
-0.0736303	0.1	440.075	
-0.279795	0.1	440.08	
-0.157779	0.1	440.085	
0.0841489	0.1	440.09	
0.0483856	0.1	440.095	
-0.109394	0.1	440.1	
-0.0126223	0.099	440.105	
0.136742	0.099	440.11	
-0.0568005	0.099	440.115	
-0.262965	0.099	440.12	
-0.119912	0.099	440.125	
0.09046	0.099	440.13	
0.00631117	0.099	440.135	
-0.151468	0.099	440.14	
-0.0147261	0.099	440.145	
0.16409	0.099	440.15	
-0.0210372	0.099	440.155	
-0.252447	0.099	440.16	
-0.161987	0.099	440.165	
0.0273484	0.099	440.17	
-0.075734	0.099	440.175	
-0.229306	0.099	440.18	
-0.0715266	0.099	440.185	
0.168298	0.099	440.19	
0.0778377	0.099	440.195	
-0.12412	0.099	440.2	
-0.0441782	0.098	440.205	
0.0862526	0.098	440.21	
-0.075734	0.098	440.215	
-0.294521	0.098	440.22	
-0.138846	0.098	440.225	
0.122016	0.098	440.23	
0.0610079	0.098	440.235	
-0.149364	0.098	440.24	
-0.0420744	0.098	440.245	
0.161987	0.098	440.25	
0.00210372	0.098	440.255	
-0.212476	0.098	440.26	
-0.155675	0.098	440.265	
0.0462819	0.098	440.27	
-0.00420744	0.098	440.275	
-0.155675	0.098	440.28	
-0.0568005	0.098	440.285	
0.130431	0.098	440.29	
0.0336596	0.098	440.295	
-0.176713	0.098	440.3	
-0.134638	0.097	440.305	
0.0126223	0.097	440.31	
-0.0946675	0.097	440.315	
-0.262965	0.097	440.32	
-0.103082	0.097	440.325	
0.157779	0.097	440.33	
0.0946675	0.097	440.335	
-0.0988749	0.097	440.34	
-0.037867	0.097	440.345	
0.0988749	0.097	440.35	
-0.037867	0.097	440.355	
-0.273484	0.097	440.36	
-0.208268	0.097	440.365	
0.0168298	0.097	440.37	
0.0105186	0.097	440.375	
-0.140949	0.097	440.38	
-0.0589042	0.097	440.385	
0.100979	0.097	440.39	
-0.00420744	0.097	440.395	
-0.218787	0.097	440.4	
-0.185128	0.096	440.405	
0	0.096	440.41	
-0.0525931	0.096	440.415	
-0.170401	0.096	440.42	
-0.037867	0.096	440.425	
0.178816	0.096	440.43	
0.09046	0.096	440.435	
-0.115705	0.096	440.44	
-0.0841489	0.096	440.445	
0.0462819	0.096	440.45	
-0.0399707	0.096	440.455	
-0.206165	0.096	440.46	
-0.140949	0.096	440.465	
0.0441782	0.096	440.47	
-0.00631117	0.096	440.475	
-0.161987	0.096	440.48	
-0.109394	0.096	440.485	
0.0441782	0.096	440.49	
0.00631117	0.096	440.495	
-0.126223	0.096	440.5	
-0.0715266	0.095	440.505	
0.0652154	0.095	440.51	
-0.0126223	0.095	440.515	
-0.157779	0.095	440.52	
-0.0694228	0.095	440.525	
0.0778377	0.095	440.53	
-0.00841489	0.095	440.535	
-0.178816	0.095	440.54	
-0.100979	0.095	440.545	
0.0525931	0.095	440.55	
-0.0210372	0.095	440.555	
-0.157779	0.095	440.56	
-0.0736303	0.095	440.565	
0.0778377	0.095	440.57	
-0.00841489	0.095	440.575	
-0.159883	0.095	440.58	
-0.115705	0.095	440.585	
0.0273484	0.095	440.59	
-0.0546968	0.095	440.595	
-0.193542	0.095	440.6	
-0.09046	0.094	440.605	
0.0715266	0.094	440.61	
0.00420744	0.094	440.615	
-0.136742	0.094	440.62	
-0.0252447	0.094	440.625	
0.117808	0.094	440.63	
-0.0210372	0.094	440.635	
-0.212476	0.094	440.64	
-0.140949	0.094	440.645	
0.0336596	0.094	440.65	
-0.0147261	0.094	440.655	
-0.134638	0.094	440.66	
-0.0231409	0.094	440.665	
0.122016	0.094	440.67	
0.0189335	0.094	440.675	
-0.187231	0.094	440.68	
-0.157779	0.094	440.685	
-0.0189335	0.094	440.69	
-0.0631117	0.094	440.695	
-0.161987	0.094	440.7	
-0.0336596	0.093	440.705	
0.128327	0.093	440.71	
0.0315558	0.093	440.715	
-0.126223	0.093	440.72	
-0.0210372	0.093	440.725	
0.0862526	0.093	440.73	
-0.0546968	0.093	440.735	
-0.218787	0.093	440.74	
-0.0925638	0.093	440.745	
0.075734	0.093	440.75	
-0.0168298	0.093	440.755	
-0.147261	0.093	440.76	
-0.0420744	0.093	440.765	
0.075734	0.093	440.77	
-0.0631117	0.093	440.775	
-0.222995	0.093	440.78	
-0.119912	0.093	440.785	
0.0546968	0.093	440.79	
-0.0273484	0.093	440.795	
-0.134638	0.093	440.8	
-0.0210372	0.092	440.805	
0.117808	0.092	440.81	
-0.0504893	0.092	440.815	
-0.222995	0.092	440.82	
-0.0946675	0.092	440.825	
0.0589042	0.092	440.83	
-0.0525931	0.092	440.835	
-0.189335	0.092	440.84	
-0.0231409	0.092	440.845	
0.157779	0.092	440.85	
0.0357633	0.092	440.855	
-0.151468	0.092	440.86	
-0.0589042	0.092	440.865	
0.0652154	0.092	440.87	
-0.0841489	0.092	440.875	
-0.250343	0.092	440.88	
-0.105186	0.092	440.885	
0.0988749	0.092	440.89	
0.0252447	0.092	440.895	
-0.130431	0.092	440.9	
-0.0210372	0.091	440.905	
0.105186	0.091	440.91	
-0.075734	0.091	440.915	
-0.27138	0.091	440.92	
-0.122016	0.091	440.925	
0.0694228	0.091	440.93	
-0.0315558	0.091	440.935	
-0.172505	0.091	440.94	
-0.0105186	0.091	440.945	
0.151468	0.091	440.95	
-0.00420744	0.091	440.955	
-0.195646	0.091	440.96	
-0.105186	0.091	440.965	
0.0462819	0.091	440.97	
-0.0841489	0.091	440.975	
-0.206165	0.091	440.98	
-0.0589042	0.091	440.985	
0.136742	0.091	440.99	
0	0.091	440.995	
-0.178816	0.091	441	
-0.0736303	0.09	441.005	
0.0399707	0.09	441.01	
-0.122016	0.09	441.015	
-0.281899	0.09	441.02	
-0.105186	0.09	441.025	
0.143053	0.09	441.03	
0.0189335	0.09	441.035	
-0.166194	0.09	441.04	
-0.0273484	0.09	441.045	
0.109394	0.09	441.05	
-0.0610079	0.09	441.055	
-0.258758	0.09	441.06	
-0.115705	0.09	441.065	
0.0883563	0.09	441.07	
-0.00631117	0.09	441.075	
-0.166194	0.09	441.08	
-0.0315558	0.09	441.085	
0.130431	0.09	441.09	
-0.0210372	0.09	441.095	
-0.239824	0.09	441.1	
-0.130431	0.089	441.105	
0.0483856	0.089	441.11	
-0.0631117	0.089	441.115	
-0.227202	0.089	441.12	
-0.0483856	0.089	441.125	
0.16409	0.089	441.13	
0.037867	0.089	441.135	
-0.168298	0.089	441.14	
-0.0589042	0.089	441.145	
0.117808	0.089	441.15	
-0.0147261	0.089	441.155	
-0.231409	0.089	441.16	
-0.122016	0.089	441.165	
0.0736303	0.089	441.17	
-0.0273484	0.089	441.175	
-0.206165	0.089	441.18	
-0.10729	0.089	441.185	
0.103082	0.089	441.19	
0.0126223	0.089	441.195	
-0.18092	0.089	441.2	
-0.113601	0.088	441.205	
0.075734	0.088	441.21	
-0.0420744	0.088	441.215	
-0.21458	0.088	441.22	
-0.0715266	0.088	441.225	
0.0967712	0.088	441.23	
-0.0273484	0.088	441.235	
-0.216683	0.088	441.24	
-0.111497	0.088	441.245	
0.0946675	0.088	441.25	
0	0.088	441.255	
-0.18092	0.088	441.26	
-0.0736303	0.088	441.265	
0.122016	0.088	441.27	
-0.00420744	0.088	441.275	
-0.222995	0.088	441.28	
-0.117808	0.088	441.285	
0.0694228	0.088	441.29	
0.00420744	0.088	441.295	
-0.18092	0.088	441.3	
-0.105186	0.087	441.305	
0.0652154	0.087	441.31	
-0.0399707	0.087	441.315	
-0.241928	0.087	441.32	
-0.113601	0.087	441.325	
0.100979	0.087	441.33	
-0.00631117	0.087	441.335	
-0.201957	0.087	441.34	
-0.075734	0.087	441.345	
0.115705	0.087	441.35	
0.0189335	0.087	441.355	
-0.18092	0.087	441.36	
-0.103082	0.087	441.365	
0.0652154	0.087	441.37	
-0.0168298	0.087	441.375	
-0.216683	0.087	441.38	
-0.122016	0.087	441.385	
0.0883563	0.087	441.39	
0.0147261	0.087	441.395	
-0.159883	0.087	441.4	
-0.0925638	0.086	441.405	
0.0568005	0.086	441.41	
-0.0546968	0.086	441.415	
-0.252447	0.086	441.42	
-0.113601	0.086	441.425	
0.113601	0.086	441.43	
0.0504893	0.086	441.435	
-0.138846	0.086	441.44	
-0.0483856	0.086	441.445	
0.128327	0.086	441.45	
0.0231409	0.086	441.455	
-0.189335	0.086	441.46	
-0.134638	0.086	441.465	
0.0441782	0.086	441.47	
-0.0399707	0.086	441.475	
-0.19775	0.086	441.48	
-0.113601	0.086	441.485	
0.0525931	0.086	441.49	
-0.00631117	0.086	441.495	
-0.172505	0.086	441.5	
-0.09046	0.085	441.505	
0.0841489	0.085	441.51	
-0.0168298	0.085	441.515	
-0.183024	0.085	441.52	
-0.0862526	0.085	441.525	
0.105186	0.085	441.53	
-0.0126223	0.085	441.535	
-0.208268	0.085	441.54	
-0.115705	0.085	441.545	
0.0883563	0.085	441.55	
0.00420744	0.085	441.555	
-0.168298	0.085	441.56	
-0.105186	0.085	441.565	
0.037867	0.085	441.57	
-0.0252447	0.085	441.575	
-0.208268	0.085	441.58	
-0.09046	0.085	441.585	
0.103082	0.085	441.59	
0.0652154	0.085	441.595	
-0.111497	0.085	441.6	
-0.0546968	0.084	441.605	
0.0652154	0.084	441.61	
-0.0589042	0.084	441.615	
-0.244032	0.084	441.62	
-0.145157	0.084	441.625	
0.0694228	0.084	441.63	
0.0273484	0.084	441.635	
-0.136742	0.084	441.64	
-0.0357633	0.084	441.645	
0.12412	0.084	441.65	
0.00631117	0.084	441.655	
-0.206165	0.084	441.66	
-0.128327	0.084	441.665	
0.0336596	0.084	441.67	
0.00631117	0.084	441.675	
-0.136742	0.084	441.68	
-0.0715266	0.084	441.685	
0.0967712	0.084	441.69	
0.00210372	0.084	441.695	
-0.206165	0.084	441.7	
-0.159883	0.083	441.705	
-0.0147261	0.083	441.71	
-0.0589042	0.083	441.715	
-0.187231	0.083	441.72	
-0.0462819	0.083	441.725	
0.103082	0.083	441.73	
0.0294521	0.083	441.735	
-0.153572	0.083	441.74	
-0.103082	0.083	441.745	
0.0273484	0.083	441.75	
-0.0652154	0.083	441.755	
-0.195646	0.083	441.76	
-0.103082	0.083	441.765	
0.0841489	0.083	441.77	
0.0294521	0.083	441.775	
-0.119912	0.083	441.78	
-0.075734	0.083	441.785	
0.0231409	0.083	441.79	
-0.0778377	0.083	441.795	
-0.220891	0.083	441.8	
-0.145157	0.082	441.805	
0.0147261	0.082	441.81	
-0.0273484	0.082	441.815	
-0.134638	0.082	441.82	
-0.0126223	0.082	441.825	
0.134638	0.082	441.83	
0.0168298	0.082	441.835	
-0.161987	0.082	441.84	
-0.115705	0.082	441.845	
0.00210372	0.082	441.85	
