gel1_I_3mm1	gel1_I_3mm1	gel1_I_3mm1	
3.14927	2.039	346.185	
3.20186	2.039	346.19	
3.08616	2.039	346.195	
3.01043	2.039	346.2	
3.05881	2.038	346.205	
3.02305	2.038	346.21	
2.8821	2.038	346.215	
2.87789	2.038	346.22	
3.08616	2.038	346.225	
3.164	2.038	346.23	
3.06512	2.038	346.235	
3.03988	2.038	346.24	
3.12192	2.038	346.245	
3.11772	2.038	346.25	
2.95783	2.038	346.255	
2.90314	2.038	346.26	
3.04829	2.038	346.265	
3.09247	2.038	346.27	
3.03988	2.038	346.275	
3.06302	2.038	346.28	
3.17452	2.038	346.285	
3.17031	2.038	346.29	
2.9936	2.038	346.295	
2.93259	2.038	346.3	
3.02094	2.037	346.305	
3.0525	2.037	346.31	
2.94311	2.037	346.315	
2.97677	2.037	346.32	
3.164	2.037	346.325	
3.19766	2.037	346.33	
3.01043	2.037	346.335	
2.93469	2.037	346.34	
3.02305	2.037	346.345	
3.05881	2.037	346.35	
2.96625	2.037	346.355	
2.99991	2.037	346.36	
3.15558	2.037	346.365	
3.17872	2.037	346.37	
3.03988	2.037	346.375	
2.98518	2.037	346.38	
3.05671	2.037	346.385	
3.06512	2.037	346.39	
2.96204	2.037	346.395	
2.96414	2.037	346.4	
3.1072	2.036	346.405	
3.13244	2.036	346.41	
2.94731	2.036	346.415	
2.88631	2.036	346.42	
3.02936	2.036	346.425	
3.09037	2.036	346.43	
2.97256	2.036	346.435	
2.96414	2.036	346.44	
3.12192	2.036	346.445	
3.18293	2.036	346.45	
3.02305	2.036	346.455	
2.96625	2.036	346.46	
3.06933	2.036	346.465	
3.09878	2.036	346.47	
2.95573	2.036	346.475	
2.90945	2.036	346.48	
3.06512	2.036	346.485	
3.1114	2.036	346.49	
2.98939	2.036	346.495	
2.93048	2.036	346.5	
3.06302	2.035	346.505	
3.07564	2.035	346.51	
2.91576	2.035	346.515	
2.88	2.035	346.52	
3.07354	2.035	346.525	
3.18924	2.035	346.53	
3.02726	2.035	346.535	
2.98308	2.035	346.54	
3.10089	2.035	346.545	
3.13034	2.035	346.55	
2.95994	2.035	346.555	
2.90103	2.035	346.56	
3.03777	2.035	346.565	
3.12823	2.035	346.57	
2.9957	2.035	346.575	
2.93469	2.035	346.58	
3.07354	2.035	346.585	
3.11772	2.035	346.59	
2.97466	2.035	346.595	
2.90734	2.035	346.6	
3.03357	2.034	346.605	
3.07564	2.034	346.61	
2.92417	2.034	346.615	
2.86317	2.034	346.62	
3.05881	2.034	346.625	
3.16189	2.034	346.63	
3.02515	2.034	346.635	
2.97046	2.034	346.64	
3.1093	2.034	346.645	
3.17241	2.034	346.65	
3.00832	2.034	346.655	
2.90945	2.034	346.66	
3.01463	2.034	346.665	
3.09037	2.034	346.67	
2.96625	2.034	346.675	
2.90524	2.034	346.68	
3.06933	2.034	346.685	
3.15138	2.034	346.69	
3.03357	2.034	346.695	
2.95994	2.034	346.7	
3.04409	2.033	346.705	
3.06933	2.033	346.71	
2.94311	2.033	346.715	
2.90524	2.033	346.72	
3.08195	2.033	346.725	
3.19135	2.033	346.73	
3.0525	2.033	346.735	
2.95783	2.033	346.74	
3.07775	2.033	346.745	
3.11351	2.033	346.75	
2.96625	2.033	346.755	
2.90945	2.033	346.76	
3.0504	2.033	346.765	
3.12823	2.033	346.77	
3.02094	2.033	346.775	
2.96625	2.033	346.78	
3.07775	2.033	346.785	
3.12613	2.033	346.79	
2.9936	2.033	346.795	
2.92207	2.033	346.8	
3.0525	2.032	346.805	
3.10509	2.032	346.81	
2.941	2.032	346.815	
2.88841	2.032	346.82	
3.03777	2.032	346.825	
3.11982	2.032	346.83	
2.9957	2.032	346.835	
2.94731	2.032	346.84	
3.09878	2.032	346.845	
3.18714	2.032	346.85	
3.03567	2.032	346.855	
2.93469	2.032	346.86	
3.01674	2.032	346.865	
3.06723	2.032	346.87	
2.96625	2.032	346.875	
2.91366	2.032	346.88	
3.03988	2.032	346.885	
3.11351	2.032	346.89	
3.01884	2.032	346.895	
2.95573	2.032	346.9	
3.03567	2.031	346.905	
3.06933	2.031	346.91	
2.92628	2.031	346.915	
2.87579	2.031	346.92	
3.03146	2.031	346.925	
3.13875	2.031	346.93	
3.03567	2.031	346.935	
2.97466	2.031	346.94	
3.08406	2.031	346.945	
3.13875	2.031	346.95	
3.02305	2.031	346.955	
2.96625	2.031	346.96	
3.06512	2.031	346.965	
3.13455	2.031	346.97	
3.0504	2.031	346.975	
2.98308	2.031	346.98	
3.0546	2.031	346.985	
3.0525	2.031	346.99	
2.92207	2.031	346.995	
2.87579	2.031	347	
3.00412	2.03	347.005	
3.06302	2.03	347.01	
2.98729	2.03	347.015	
2.94521	2.03	347.02	
3.06723	2.03	347.025	
3.11982	2.03	347.03	
2.97887	2.03	347.035	
2.90524	2.03	347.04	
3.04829	2.03	347.045	
3.14296	2.03	347.05	
3.09247	2.03	347.055	
3.03567	2.03	347.06	
3.12192	2.03	347.065	
3.10299	2.03	347.07	
2.96625	2.03	347.075	
2.85054	2.03	347.08	
2.89893	2.03	347.085	
2.98518	2.03	347.09	
2.98097	2.03	347.095	
3.00832	2.03	347.1	
3.13455	2.029	347.105	
3.16821	2.029	347.11	
2.9978	2.029	347.115	
2.89683	2.029	347.12	
2.9936	2.029	347.125	
3.04619	2.029	347.13	
2.94311	2.029	347.135	
2.94311	2.029	347.14	
3.10089	2.029	347.145	
3.18504	2.029	347.15	
3.06512	2.029	347.155	
3.01043	2.029	347.16	
3.06723	2.029	347.165	
3.07564	2.029	347.17	
2.94521	2.029	347.175	
2.88841	2.029	347.18	
2.98097	2.029	347.185	
3.05881	2.029	347.19	
3.02305	2.029	347.195	
3.01463	2.029	347.2	
3.08616	2.028	347.205	
3.07985	2.028	347.21	
2.90314	2.028	347.215	
2.84634	2.028	347.22	
2.99149	2.028	347.225	
3.07564	2.028	347.23	
3.00622	2.028	347.235	
2.9936	2.028	347.24	
3.15348	2.028	347.245	
3.18293	2.028	347.25	
3.02726	2.028	347.255	
2.9368	2.028	347.26	
3.00412	2.028	347.265	
3.01463	2.028	347.27	
2.91576	2.028	347.275	
2.90734	2.028	347.28	
3.03567	2.028	347.285	
3.1093	2.028	347.29	
3.02305	2.028	347.295	
2.98097	2.028	347.3	
3.04409	2.027	347.305	
3.01884	2.027	347.31	
2.85054	2.027	347.315	
2.84844	2.027	347.32	
3.00622	2.027	347.325	
3.12613	2.027	347.33	
3.04619	2.027	347.335	
3.02094	2.027	347.34	
3.14296	2.027	347.345	
3.14927	2.027	347.35	
2.97256	2.027	347.355	
2.89472	2.027	347.36	
2.99149	2.027	347.365	
3.04829	2.027	347.37	
2.97046	2.027	347.375	
2.9957	2.027	347.38	
3.1093	2.027	347.385	
3.14296	2.027	347.39	
3.01043	2.027	347.395	
2.9368	2.027	347.4	
2.9936	2.026	347.405	
2.96625	2.026	347.41	
2.84634	2.026	347.415	
2.86106	2.026	347.42	
3.07354	2.026	347.425	
3.17452	2.026	347.43	
3.02726	2.026	347.435	
2.97046	2.026	347.44	
3.08826	2.026	347.445	
3.06092	2.026	347.45	
2.90103	2.026	347.455	
2.85896	2.026	347.46	
3.01674	2.026	347.465	
3.10509	2.026	347.47	
3.02094	2.026	347.475	
3.00622	2.026	347.48	
3.11561	2.026	347.485	
3.12403	2.026	347.49	
2.94731	2.026	347.495	
2.89051	2.026	347.5	
2.98308	2.025	347.505	
2.98097	2.025	347.51	
2.85896	2.025	347.515	
2.84634	2.025	347.52	
3.0504	2.025	347.525	
3.11982	2.025	347.53	
3.00201	2.025	347.535	
2.96414	2.025	347.54	
3.09247	2.025	347.545	
3.08195	2.025	347.55	
2.93048	2.025	347.555	
2.90314	2.025	347.56	
3.05671	2.025	347.565	
3.12613	2.025	347.57	
3.04409	2.025	347.575	
3.00622	2.025	347.58	
3.08406	2.025	347.585	
3.05671	2.025	347.59	
2.8842	2.025	347.595	
2.79795	2.025	347.6	
2.92207	2.024	347.605	
2.98518	2.024	347.61	
2.90734	2.024	347.615	
2.95152	2.024	347.62	
3.14296	2.024	347.625	
3.18083	2.024	347.63	
3.01043	2.024	347.635	
2.93048	2.024	347.64	
3.03357	2.024	347.645	
3.0546	2.024	347.65	
2.92628	2.024	347.655	
2.92417	2.024	347.66	
3.09878	2.024	347.665	
3.14927	2.024	347.67	
3.01253	2.024	347.675	
2.92838	2.024	347.68	
2.98939	2.024	347.685	
2.99991	2.024	347.69	
2.86106	2.024	347.695	
2.83792	2.024	347.7	
3.00412	2.023	347.705	
3.08195	2.023	347.71	
2.98308	2.023	347.715	
2.94731	2.023	347.72	
3.08616	2.023	347.725	
3.1072	2.023	347.73	
2.92207	2.023	347.735	
2.85896	2.023	347.74	
3.03357	2.023	347.745	
3.12192	2.023	347.75	
3.01674	2.023	347.755	
2.97887	2.023	347.76	
3.10299	2.023	347.765	
3.10299	2.023	347.77	
2.96625	2.023	347.775	
2.87789	2.023	347.78	
2.9936	2.023	347.785	
3.03777	2.023	347.79	
2.93469	2.023	347.795	
2.90103	2.023	347.8	
3.02936	2.022	347.805	
3.06723	2.022	347.81	
2.93048	2.022	347.815	
2.83792	2.022	347.82	
3.01043	2.022	347.825	
3.07564	2.022	347.83	
2.94311	2.022	347.835	
2.88841	2.022	347.84	
3.04409	2.022	347.845	
3.12613	2.022	347.85	
3.02726	2.022	347.855	
2.96835	2.022	347.86	
3.08826	2.022	347.865	
3.12403	2.022	347.87	
2.95573	2.022	347.875	
2.85054	2.022	347.88	
2.96625	2.022	347.885	
3.02305	2.022	347.89	
2.92417	2.022	347.895	
2.89472	2.022	347.9	
3.05671	2.021	347.905	
3.11561	2.021	347.91	
2.94731	2.021	347.915	
2.84002	2.021	347.92	
2.9936	2.021	347.925	
3.08406	2.021	347.93	
2.96835	2.021	347.935	
2.93259	2.021	347.94	
3.1072	2.021	347.945	
3.18714	2.021	347.95	
3.03988	2.021	347.955	
2.92838	2.021	347.96	
3.01674	2.021	347.965	
3.02936	2.021	347.97	
2.86106	2.021	347.975	
2.79795	2.021	347.98	
2.96414	2.021	347.985	
3.07354	2.021	347.99	
3.00622	2.021	347.995	
2.96204	2.021	348	
3.07985	2.02	348.005	
3.09668	2.02	348.01	
2.91366	2.02	348.015	
2.81268	2.02	348.02	
2.9978	2.02	348.025	
3.10089	2.02	348.03	
2.99149	2.02	348.035	
2.93469	2.02	348.04	
3.09247	2.02	348.045	
3.14927	2.02	348.05	
2.96204	2.02	348.055	
2.84634	2.02	348.06	
2.94942	2.02	348.065	
3.02936	2.02	348.07	
2.94942	2.02	348.075	
2.90524	2.02	348.08	
3.0546	2.02	348.085	
3.14086	2.02	348.09	
3.02515	2.02	348.095	
2.91366	2.02	348.1	
3.00201	2.019	348.105	
3.03567	2.019	348.11	
2.8842	2.019	348.115	
2.83161	2.019	348.12	
2.9936	2.019	348.125	
3.09878	2.019	348.13	
2.98939	2.019	348.135	
2.90103	2.019	348.14	
3.01043	2.019	348.145	
3.08406	2.019	348.15	
2.93259	2.019	348.155	
2.85265	2.019	348.16	
2.97256	2.019	348.165	
3.06723	2.019	348.17	
2.98097	2.019	348.175	
2.92838	2.019	348.18	
3.04198	2.019	348.185	
3.11561	2.019	348.19	
2.97256	2.019	348.195	
2.87579	2.019	348.2	
2.93048	2.018	348.205	
2.97256	2.018	348.21	
2.8842	2.018	348.215	
2.86106	2.018	348.22	
3.0504	2.018	348.225	
3.14506	2.018	348.23	
3.03567	2.018	348.235	
2.95573	2.018	348.24	
3.0546	2.018	348.245	
3.08406	2.018	348.25	
2.95783	2.018	348.255	
2.89893	2.018	348.26	
3.01884	2.018	348.265	
3.09458	2.018	348.27	
2.9936	2.018	348.275	
2.90314	2.018	348.28	
2.96414	2.018	348.285	
3.01674	2.018	348.29	
2.92417	2.018	348.295	
2.90524	2.018	348.3	
3.02726	2.017	348.305	
3.10299	2.017	348.31	
2.99991	2.017	348.315	
2.94521	2.017	348.32	
3.0504	2.017	348.325	
3.06512	2.017	348.33	
2.93048	2.017	348.335	
2.85685	2.017	348.34	
2.98097	2.017	348.345	
3.0525	2.017	348.35	
2.9936	2.017	348.355	
2.95573	2.017	348.36	
3.02726	2.017	348.365	
3.03777	2.017	348.37	
2.89893	2.017	348.375	
2.8274	2.017	348.38	
2.91786	2.017	348.385	
2.9957	2.017	348.39	
2.96204	2.017	348.395	
2.97887	2.017	348.4	
3.08826	2.016	348.405	
3.09458	2.016	348.41	
2.91155	2.016	348.415	
2.83582	2.016	348.42	
2.9368	2.016	348.425	
2.98518	2.016	348.43	
2.89683	2.016	348.435	
2.89683	2.016	348.44	
3.07775	2.016	348.445	
3.14717	2.016	348.45	
3.03146	2.016	348.455	
2.941	2.016	348.46	
2.99149	2.016	348.465	
2.98518	2.016	348.47	
2.86737	2.016	348.475	
2.83792	2.016	348.48	
2.9957	2.016	348.485	
3.09037	2.016	348.49	
3.03357	2.016	348.495	
3.01253	2.016	348.5	
3.07564	2.015	348.505	
3.05671	2.015	348.51	
2.86106	2.015	348.515	
2.79374	2.015	348.52	
2.97046	2.015	348.525	
3.04619	2.015	348.53	
2.97466	2.015	348.535	
2.95994	2.015	348.54	
3.10509	2.015	348.545	
3.14506	2.015	348.55	
2.97466	2.015	348.555	
2.86317	2.015	348.56	
2.9389	2.015	348.565	
2.96414	2.015	348.57	
2.87368	2.015	348.575	
2.85475	2.015	348.58	
3.01043	2.015	348.585	
3.1114	2.015	348.59	
3.0546	2.015	348.595	
3.00412	2.015	348.6	
3.06933	2.014	348.605	
3.03357	2.014	348.61	
2.82951	2.014	348.615	
2.79795	2.014	348.62	
2.98097	2.014	348.625	
3.07354	2.014	348.63	
2.95363	2.014	348.635	
2.94311	2.014	348.64	
3.07775	2.014	348.645	
3.07775	2.014	348.65	
2.90103	2.014	348.655	
2.80637	2.014	348.66	
2.93259	2.014	348.665	
3.00201	2.014	348.67	
2.93469	2.014	348.675	
2.93469	2.014	348.68	
3.08406	2.014	348.685	
3.14296	2.014	348.69	
2.9978	2.014	348.695	
2.90103	2.014	348.7	
2.9936	2.013	348.705	
2.98729	2.013	348.71	
2.82951	2.013	348.715	
2.8232	2.013	348.72	
3.02936	2.013	348.725	
3.12192	2.013	348.73	
2.97466	2.013	348.735	
2.91576	2.013	348.74	
2.9957	2.013	348.745	
2.9936	2.013	348.75	
2.81268	2.013	348.755	
2.78743	2.013	348.76	
2.98729	2.013	348.765	
3.1114	2.013	348.77	
3.02094	2.013	348.775	
2.96625	2.013	348.78	
3.08195	2.013	348.785	
3.06723	2.013	348.79	
2.86948	2.013	348.795	
2.81478	2.013	348.8	
2.95573	2.012	348.805	
3.03357	2.012	348.81	
2.91786	2.012	348.815	
2.91155	2.012	348.82	
3.09878	2.012	348.825	
3.14296	2.012	348.83	
2.95994	2.012	348.835	
2.83792	2.012	348.84	
2.94311	2.012	348.845	
2.97256	2.012	348.85	
2.8274	2.012	348.855	
2.8274	2.012	348.86	
3.03146	2.012	348.865	
3.12403	2.012	348.87	
3.01253	2.012	348.875	
2.94731	2.012	348.88	
3.05881	2.012	348.885	
3.0525	2.012	348.89	
2.88	2.012	348.895	
2.83371	2.012	348.9	
3.00622	2.011	348.905	
3.08195	2.011	348.91	
2.96414	2.011	348.915	
2.90103	2.011	348.92	
3.0525	2.011	348.925	
3.08616	2.011	348.93	
2.88	2.011	348.935	
2.78533	2.011	348.94	
2.89683	2.011	348.945	
2.9957	2.011	348.95	
2.90945	2.011	348.955	
2.89683	2.011	348.96	
3.07775	2.011	348.965	
3.13665	2.011	348.97	
2.97046	2.011	348.975	
2.88	2.011	348.98	
2.94731	2.011	348.985	
2.9957	2.011	348.99	
2.89051	2.011	348.995	
2.86317	2.011	349	
3.03777	2.01	349.005	
3.09878	2.01	349.01	
2.95994	2.01	349.015	
2.86527	2.01	349.02	
2.98729	2.01	349.025	
3.00622	2.01	349.03	
2.84002	2.01	349.035	
2.7685	2.01	349.04	
2.94311	2.01	349.045	
3.06092	2.01	349.05	
2.97887	2.01	349.055	
2.95994	2.01	349.06	
3.10089	2.01	349.065	
3.12192	2.01	349.07	
2.93469	2.01	349.075	
2.81057	2.01	349.08	
2.90945	2.01	349.085	
3.00412	2.01	349.09	
2.9389	2.01	349.095	
2.94311	2.01	349.1	
3.09247	2.009	349.105	
3.12613	2.009	349.11	
2.9389	2.009	349.115	
2.81268	2.009	349.12	
2.91576	2.009	349.125	
2.95783	2.009	349.13	
2.84002	2.009	349.135	
2.8232	2.009	349.14	
3.03988	2.009	349.145	
3.17031	2.009	349.15	
3.0525	2.009	349.155	
2.95994	2.009	349.16	
3.03567	2.009	349.165	
3.04409	2.009	349.17	
2.86948	2.009	349.175	
2.77691	2.009	349.18	
2.92207	2.009	349.185	
3.0504	2.009	349.19	
2.98939	2.009	349.195	
2.95573	2.009	349.2	
3.07143	2.008	349.205	
3.08826	2.008	349.21	
2.86737	2.008	349.215	
2.73484	2.008	349.22	
2.87158	2.008	349.225	
2.97887	2.008	349.23	
2.89051	2.008	349.235	
2.86317	2.008	349.24	
3.04409	2.008	349.245	
3.15769	2.008	349.25	
2.98729	2.008	349.255	
2.86527	2.008	349.26	
2.9389	2.008	349.265	
2.98729	2.008	349.27	
2.88631	2.008	349.275	
2.85054	2.008	349.28	
3.01674	2.008	349.285	
3.12823	2.008	349.29	
3.03988	2.008	349.295	
2.92628	2.008	349.3	
2.98939	2.007	349.305	
2.99991	2.007	349.31	
2.80637	2.007	349.315	
2.73063	2.007	349.32	
2.92207	2.007	349.325	
3.03777	2.007	349.33	
2.94731	2.007	349.335	
2.87158	2.007	349.34	
3.00201	2.007	349.345	
3.06302	2.007	349.35	
2.92207	2.007	349.355	
2.8232	2.007	349.36	
2.94521	2.007	349.365	
3.02305	2.007	349.37	
2.94731	2.007	349.375	
2.91997	2.007	349.38	
3.02726	2.007	349.385	
3.08616	2.007	349.39	
2.95573	2.007	349.395	
2.84423	2.007	349.4	
2.91155	2.006	349.405	
2.95363	2.006	349.41	
2.8253	2.006	349.415	
2.77271	2.006	349.42	
2.96625	2.006	349.425	
3.06092	2.006	349.43	
2.94942	2.006	349.435	
2.86737	2.006	349.44	
2.96625	2.006	349.445	
2.9936	2.006	349.45	
2.89893	2.006	349.455	
2.83371	2.006	349.46	
2.98518	2.006	349.465	
3.07775	2.006	349.47	
2.97046	2.006	349.475	
2.91997	2.006	349.48	
2.98097	2.006	349.485	
3.01884	2.006	349.49	
2.90945	2.006	349.495	
2.83792	2.006	349.5	
2.93469	2.005	349.505	
2.9936	2.005	349.51	
2.87789	2.005	349.515	
2.82109	2.005	349.52	
2.94311	2.005	349.525	
3.00412	2.005	349.53	
2.89262	2.005	349.535	
2.84423	2.005	349.54	
2.97256	2.005	349.545	
3.01884	2.005	349.55	
2.9389	2.005	349.555	
2.87789	2.005	349.56	
2.96625	2.005	349.565	
3.01043	2.005	349.57	
2.90945	2.005	349.575	
2.87579	2.005	349.58	
2.97466	2.005	349.585	
3.01884	2.005	349.59	
2.9368	2.005	349.595	
2.90314	2.005	349.6	
2.97466	2.004	349.605	
2.98097	2.004	349.61	
2.85054	2.004	349.615	
2.81268	2.004	349.62	
2.93048	2.004	349.625	
2.97466	2.004	349.63	
2.87579	2.004	349.635	
2.85896	2.004	349.64	
2.9978	2.004	349.645	
3.04829	2.004	349.65	
2.95152	2.004	349.655	
2.89893	2.004	349.66	
3.00832	2.004	349.665	
3.03777	2.004	349.67	
2.92628	2.004	349.675	
2.90314	2.004	349.68	
3.01674	2.004	349.685	
3.06092	2.004	349.69	
2.95994	2.004	349.695	
2.92417	2.004	349.7	
2.9957	2.003	349.705	
2.97677	2.003	349.71	
2.80216	2.003	349.715	
2.74325	2.003	349.72	
2.87158	2.003	349.725	
2.94942	2.003	349.73	
2.8821	2.003	349.735	
2.88631	2.003	349.74	
3.0525	2.003	349.745	
3.08195	2.003	349.75	
2.96204	2.003	349.755	
2.92207	2.003	349.76	
3.01463	2.003	349.765	
3.02094	2.003	349.77	
2.90103	2.003	349.775	
2.90734	2.003	349.78	
3.0525	2.003	349.785	
3.07143	2.003	349.79	
2.93259	2.003	349.795	
2.85685	2.003	349.8	
2.9368	2.002	349.805	
2.91155	2.002	349.81	
2.74746	2.002	349.815	
2.72222	2.002	349.82	
2.93469	2.002	349.825	
3.04619	2.002	349.83	
2.95783	2.002	349.835	
2.91997	2.002	349.84	
3.04198	2.002	349.845	
3.0546	2.002	349.85	
2.89893	2.002	349.855	
2.83371	2.002	349.86	
2.94731	2.002	349.865	
3.01884	2.002	349.87	
2.90524	2.002	349.875	
2.87789	2.002	349.88	
3.00201	2.002	349.885	
3.03357	2.002	349.89	
2.8842	2.002	349.895	
2.8253	2.002	349.9	
2.96625	2.001	349.905	
2.98308	2.001	349.91	
2.8253	2.001	349.915	
2.77691	2.001	349.92	
2.98308	2.001	349.925	
3.07564	2.001	349.93	
2.91366	2.001	349.935	
2.84634	2.001	349.94	
2.99149	2.001	349.945	
3.0504	2.001	349.95	
2.89051	2.001	349.955	
2.81478	2.001	349.96	
2.98308	2.001	349.965	
3.05881	2.001	349.97	
2.92838	2.001	349.975	
2.88631	2.001	349.98	
3.00201	2.001	349.985	
3.03777	2.001	349.99	
2.87789	2.001	349.995	
2.78743	2.001	350	
2.91786	2	350.005	
2.96204	2	350.01	
2.82951	2	350.015	
2.79164	2	350.02	
3.01043	2	350.025	
3.08616	2	350.03	
2.89051	2	350.035	
2.79164	2	350.04	
2.91576	2	350.045	
2.98729	2	350.05	
2.86106	2	350.055	
2.84002	2	350.06	
3.02726	2	350.065	
3.13034	2	350.07	
2.9957	2	350.075	
2.90103	2	350.08	
2.98097	2	350.085	
2.9936	2	350.09	
2.8253	2	350.095	
2.77481	2	350.1	
2.92838	1.999	350.105	
3.04198	1.999	350.11	
2.92838	1.999	350.115	
2.89051	1.999	350.12	
3.02936	1.999	350.125	
3.06512	1.999	350.13	
2.87789	1.999	350.135	
2.74956	1.999	350.14	
2.88841	1.999	350.145	
3.01043	1.999	350.15	
2.94311	1.999	350.155	
2.9368	1.999	350.16	
3.09247	1.999	350.165	
3.14927	1.999	350.17	
2.95573	1.999	350.175	
2.8232	1.999	350.18	
2.88841	1.999	350.185	
2.92417	1.999	350.19	
2.85265	1.999	350.195	
2.85054	1.999	350.2	
3.03146	1.998	350.205	
3.1093	1.998	350.21	
2.96414	1.998	350.215	
2.84002	1.998	350.22	
2.94311	1.998	350.225	
2.92628	1.998	350.23	
2.79164	1.998	350.235	
2.73484	1.998	350.24	
2.92417	1.998	350.245	
3.09458	1.998	350.25	
3.02305	1.998	350.255	
2.97046	1.998	350.26	
3.06092	1.998	350.265	
3.06092	1.998	350.27	
2.85265	1.998	350.275	
2.75798	1.998	350.28	
2.85475	1.998	350.285	
2.94942	1.998	350.29	
2.91786	1.998	350.295	
2.92417	1.998	350.3	
3.06512	1.997	350.305	
3.07354	1.997	350.31	
2.86527	1.997	350.315	
2.72432	1.997	350.32	
2.8253	1.997	350.325	
2.91155	1.997	350.33	
2.8232	1.997	350.335	
2.83582	1.997	350.34	
3.03567	1.997	350.345	
3.15138	1.997	350.35	
3.03146	1.997	350.355	
2.91366	1.997	350.36	
2.94731	1.997	350.365	
2.95783	1.997	350.37	
2.8253	1.997	350.375	
2.79164	1.997	350.38	
2.9368	1.997	350.385	
3.0525	1.997	350.39	
2.99149	1.997	350.395	
2.92417	1.997	350.4	
2.98308	1.996	350.405	
2.95994	1.996	350.41	
2.76639	1.996	350.415	
2.67593	1.996	350.42	
2.83792	1.996	350.425	
2.98308	1.996	350.43	
2.96835	1.996	350.435	
2.97466	1.996	350.44	
3.12403	1.996	350.445	
3.15348	1.996	350.45	
2.96625	1.996	350.455	
2.78954	1.996	350.46	
2.84844	1.996	350.465	
2.8821	1.996	350.47	
2.8274	1.996	350.475	
2.84002	1.996	350.48	
3.02094	1.996	350.485	
3.1093	1.996	350.49	
3.00832	1.996	350.495	
2.90314	1.996	350.5	
2.91366	1.995	350.505	
2.89472	1.995	350.51	
2.75377	1.995	350.515	
2.73694	1.995	350.52	
2.95152	1.995	350.525	
3.07354	1.995	350.53	
3.02305	1.995	350.535	
2.92628	1.995	350.54	
3.01884	1.995	350.545	
2.99991	1.995	350.55	
2.83371	1.995	350.555	
2.74956	1.995	350.56	
2.88841	1.995	350.565	
3.00622	1.995	350.57	
2.91366	1.995	350.575	
2.89472	1.995	350.58	
3.00622	1.995	350.585	
3.0504	1.995	350.59	
2.92628	1.995	350.595	
2.86948	1.995	350.6	
2.9389	1.994	350.605	
2.95363	1.994	350.61	
2.80426	1.994	350.615	
2.74746	1.994	350.62	
2.91786	1.994	350.625	
3.02515	1.994	350.63	
2.91576	1.994	350.635	
2.86106	1.994	350.64	
2.98518	1.994	350.645	
3.02515	1.994	350.65	
2.8821	1.994	350.655	
2.8274	1.994	350.66	
2.97046	1.994	350.665	
3.01884	1.994	350.67	
2.92417	1.994	350.675	
2.89051	1.994	350.68	
2.98097	1.994	350.685	
3.01043	1.994	350.69	
2.88841	1.994	350.695	
2.84002	1.994	350.7	
2.9389	1.993	350.705	
2.94942	1.993	350.71	
2.79164	1.993	350.715	
2.75588	1.993	350.72	
2.92417	1.993	350.725	
2.9978	1.993	350.73	
2.86737	1.993	350.735	
2.83371	1.993	350.74	
2.95573	1.993	350.745	
3.00201	1.993	350.75	
2.86948	1.993	350.755	
2.82109	1.993	350.76	
2.95573	1.993	350.765	
3.03988	1.993	350.77	
2.91786	1.993	350.775	
2.86948	1.993	350.78	
2.96835	1.993	350.785	
2.98729	1.993	350.79	
2.89472	1.993	350.795	
2.84213	1.993	350.8	
2.94311	1.992	350.805	
2.9936	1.992	350.81	
2.83792	1.992	350.815	
2.79585	1.992	350.82	
2.9368	1.992	350.825	
2.97677	1.992	350.83	
2.8274	1.992	350.835	
2.77902	1.992	350.84	
2.94311	1.992	350.845	
2.99991	1.992	350.85	
2.90103	1.992	350.855	
2.87158	1.992	350.86	
3.00622	1.992	350.865	
3.01674	1.992	350.87	
2.87158	1.992	350.875	
2.81899	1.992	350.88	
2.92417	1.992	350.885	
2.96204	1.992	350.89	
2.8274	1.992	350.895	
2.79164	1.992	350.9	
2.91366	1.991	350.905	
2.95783	1.991	350.91	
2.8253	1.991	350.915	
2.78954	1.991	350.92	
2.97677	1.991	350.925	
3.03146	1.991	350.93	
2.86317	1.991	350.935	
2.79164	1.991	350.94	
2.92207	1.991	350.945	
2.97887	1.991	350.95	
2.85896	1.991	350.955	
2.81688	1.991	350.96	
2.98308	1.991	350.965	
3.02305	1.991	350.97	
2.90524	1.991	350.975	
2.83582	1.991	350.98	
2.91155	1.991	350.985	
2.97256	1.991	350.99	
2.84423	1.991	350.995	
2.80216	1.991	351	
2.93469	1.99	351.005	
2.97887	1.99	351.01	
2.8253	1.99	351.015	
2.78322	1.99	351.02	
2.94731	1.99	351.025	
3.01674	1.99	351.03	
2.87368	1.99	351.035	
2.85475	1.99	351.04	
3.00201	1.99	351.045	
3.06092	1.99	351.05	
2.8842	1.99	351.055	
2.78322	1.99	351.06	
2.89472	1.99	351.065	
2.92417	1.99	351.07	
2.81268	1.99	351.075	
2.80637	1.99	351.08	
2.97046	1.99	351.085	
3.06092	1.99	351.09	
2.91155	1.99	351.095	
2.81057	1.99	351.1	
2.88	1.989	351.105	
2.90314	1.989	351.11	
2.7685	1.989	351.115	
2.7685	1.989	351.12	
2.99991	1.989	351.125	
3.12613	1.989	351.13	
2.97256	1.989	351.135	
2.86737	1.989	351.14	
2.92207	1.989	351.145	
2.91576	1.989	351.15	
2.74746	1.989	351.155	
2.7138	1.989	351.16	
2.91786	1.989	351.165	
3.08406	1.989	351.17	
2.96625	1.989	351.175	
2.86948	1.989	351.18	
2.9368	1.989	351.185	
